zoneid,userid,latitude,longitude,timestamp,time_of_day,day_of_week,speed,weather_conditions,frequency_crossing,zoneradius,behaviour
540,11,39.9956,-75.168,2025-05-31 04:16:25.524,afternoon,Sunday,25,Cloudy,1,300,normal
832,0,39.9762,-75.174,2024-12-20 08:48:28.122,evening,Monday,33,Clear,3,500,normal
876,4,39.9246,-75.1325,2025-03-09 10:44:32.382,night,Sunday,58,Rain,20,500,normal
158,7,39.9999,-75.1398,2025-01-01 09:51:41.006,afternoon,Monday,31,Clear,9,750,normal
265,6,39.9575,-75.1685,2025-02-25 22:17:34.343,morning,Thursday,46,Cloudy,4,300,normal
783,14,39.9324,-75.1565,2024-12-18 01:33:06.746,afternoon,Wednesday,33,Cloudy,1,750,normal
157,6,39.9576,-75.2074,2025-02-24 04:02:52.808,night,Saturday,28,Clear,8,500,normal
68,15,40.0024,-75.1413,2025-09-02 20:22:56.475,evening,Monday,34,Rain,1,750,normal
360,1,39.9625,-75.1749,2025-04-30 09:05:48.109,night,Wednesday,30,Clear,6,200,normal
694,6,39.9248,-75.1411,2025-05-18 16:41:14.698,evening,Sunday,56,Cloudy,9,200,normal
611,1,39.9924,-75.124,2025-08-10 00:34:09.480,night,Thursday,43,Clear,2,500,normal
787,9,39.9889,-75.1799,2025-05-10 08:32:03.149,evening,Friday,50,Rain,20,200,normal
217,4,39.9542,-75.1999,2024-12-24 22:12:27.156,afternoon,Tuesday,36,Clear,4,300,normal
27,4,39.9877,-75.1192,2025-09-09 22:32:14.602,night,Tuesday,79,Cloudy,12,200,anomalous
111,0,39.9542,-75.2103,2025-07-14 05:07:48.143,afternoon,Friday,19,Rain,1,750,normal
375,15,39.9475,-75.1756,2025-04-02 13:08:12.146,night,Wednesday,28,Cloudy,10,500,normal
781,17,39.9162,-75.1411,2025-03-28 01:04:25.732,afternoon,Monday,46,Clear,4,500,normal
71,11,39.9904,-75.1316,2025-09-01 19:25:54.740,evening,Wednesday,26,Cloudy,8,750,normal
235,0,39.9839,-75.1885,2025-10-20 22:38:33.743,afternoon,Friday,53,Clear,1,500,normal
87,18,39.9712,-75.1672,2025-09-25 05:10:30.572,night,Sunday,90,Fog,15,750,anomalous
44,6,39.9948,-75.1609,2025-01-05 11:20:52.556,morning,Thursday,53,Clear,20,200,normal
846,19,39.9205,-75.1735,2025-07-02 05:20:24.882,morning,Saturday,47,Clear,1,200,normal
363,11,39.9651,-75.1153,2025-07-07 23:29:13.026,afternoon,Monday,35,Fog,9,100,normal
576,3,39.9371,-75.1754,2025-09-28 03:35:38.715,night,Tuesday,34,Cloudy,2,750,normal
826,5,39.9073,-75.1285,2024-11-11 19:32:26.583,evening,Monday,44,Clear,3,500,normal
807,9,39.9323,-75.1212,2025-06-21 20:14:58.780,night,Tuesday,20,Clear,4,300,normal
424,19,39.9251,-75.1359,2025-04-29 19:51:54.606,afternoon,Sunday,36,Fog,2,100,normal
571,14,39.9443,-75.1579,2025-04-15 02:34:25.865,afternoon,Sunday,28,Clear,3,100,normal
468,10,39.9461,-75.1833,2024-11-04 08:36:35.184,evening,Tuesday,34,Rain,5,300,normal
74,1,39.9504,-75.1637,2024-11-26 03:45:04.267,morning,Friday,38,Rain,1,100,normal
922,18,39.9328,-75.1523,2024-12-03 06:40:16.039,night,Sunday,17,Rain,6,500,normal
196,14,39.978,-75.1695,2025-03-17 17:23:08.967,evening,Tuesday,89,Fog,13,100,anomalous
857,1,39.9848,-75.1299,2025-06-27 18:53:04.924,morning,Sunday,78,Rain,16,500,anomalous
409,8,39.9082,-75.1887,2025-04-05 03:47:00.775,evening,Friday,25,Rain,9,500,normal
107,6,39.9518,-75.1966,2025-02-19 17:58:15.690,morning,Thursday,91,Clear,17,100,normal
811,7,39.9172,-75.1325,2025-04-02 21:19:59.217,evening,Thursday,22,Rain,8,100,normal
814,10,39.9033,-75.2042,2025-06-15 20:36:22.061,morning,Sunday,75,Clear,12,300,anomalous
765,17,39.9746,-75.1298,2025-07-29 07:51:03.406,morning,Thursday,79,Rain,24,200,anomalous
391,16,39.9769,-75.2021,2025-03-13 19:44:19.436,evening,Tuesday,54,Clear,3,300,normal
867,8,39.9235,-75.1295,2025-04-26 02:06:42.617,afternoon,Saturday,43,Clear,2,200,normal
207,18,39.9572,-75.1653,2025-07-18 03:35:36.940,night,Sunday,38,Cloudy,1,100,normal
522,11,39.9669,-75.2018,2025-01-25 10:55:29.237,night,Sunday,33,Clear,1,750,normal
13,7,39.9404,-75.1741,2025-09-28 22:54:35.120,morning,Sunday,42,Cloudy,6,100,normal
728,9,39.9511,-75.2047,2025-09-17 09:20:35.725,night,Saturday,26,Clear,1,300,normal
884,8,39.9494,-75.1786,2025-08-05 03:59:37.772,afternoon,Monday,83,Rain,19,100,anomalous
94,1,39.9998,-75.1164,2024-12-09 14:55:18.392,evening,Saturday,86,Rain,13,750,anomalous
364,2,39.9649,-75.1863,2025-09-12 02:21:57.864,morning,Saturday,91,Cloudy,17,500,anomalous
667,16,39.9172,-75.1678,2025-09-17 00:19:32.761,evening,Tuesday,67,Fog,7,500,normal
127,5,39.9392,-75.1365,2025-08-21 14:45:05.971,morning,Saturday,71,Rain,20,300,normal
226,14,39.91,-75.1456,2024-12-16 21:07:43.463,night,Sunday,29,Cloudy,7,100,normal
184,15,39.9154,-75.1964,2024-12-09 17:09:10.352,afternoon,Saturday,64,Clear,13,750,anomalous
926,7,39.9672,-75.1772,2025-07-11 20:15:26.453,morning,Saturday,28,Rain,2,750,normal
297,15,39.9697,-75.13,2025-03-17 02:16:26.505,afternoon,Wednesday,44,Clear,6,200,normal
764,10,39.9083,-75.1482,2025-03-22 10:59:19.577,morning,Sunday,30,Fog,5,200,normal
654,9,39.9629,-75.1872,2025-08-12 14:13:36.917,afternoon,Wednesday,53,Cloudy,5,500,normal
619,19,39.9092,-75.1168,2025-09-02 18:12:37.803,night,Wednesday,23,Clear,4,750,normal
894,4,39.9813,-75.146,2025-05-24 12:41:20.893,morning,Saturday,39,Clear,4,750,normal
712,7,39.9296,-75.1228,2025-08-21 09:17:04.996,night,Tuesday,25,Fog,8,750,normal
133,12,39.934,-75.1584,2025-03-11 11:54:43.428,afternoon,Saturday,44,Clear,8,750,normal
995,6,39.9216,-75.1155,2025-08-11 17:57:35.361,evening,Friday,101,Clear,22,100,anomalous
551,0,39.9157,-75.1554,2025-03-25 15:28:04.643,evening,Thursday,28,Clear,3,300,normal
870,16,39.9795,-75.2011,2025-07-05 15:58:42.033,afternoon,Wednesday,116,Clear,14,100,anomalous
465,10,39.9459,-75.1663,2025-01-30 23:15:53.016,evening,Sunday,19,Snow,5,200,normal
859,15,39.9503,-75.2028,2025-03-29 22:16:21.587,afternoon,Saturday,28,Cloudy,8,300,normal
86,18,39.9942,-75.1903,2025-09-22 23:00:42.542,night,Wednesday,33,Clear,6,300,normal
526,6,39.9371,-75.1933,2025-04-22 15:30:44.111,afternoon,Thursday,24,Fog,8,200,normal
335,7,39.9976,-75.1994,2025-03-21 17:47:45.905,night,Monday,28,Snow,20,500,normal
210,7,39.9704,-75.1437,2025-01-07 03:52:30.469,night,Saturday,21,Clear,9,200,normal
483,11,40.0012,-75.1921,2025-08-21 22:20:51.615,morning,Monday,46,Cloudy,5,100,normal
426,2,39.9356,-75.1258,2025-07-25 16:00:23.979,night,Sunday,42,Cloudy,6,300,normal
943,17,39.9883,-75.1587,2025-07-11 21:58:06.668,afternoon,Monday,46,Clear,4,750,normal
162,11,39.9419,-75.1594,2025-04-19 20:22:26.357,morning,Tuesday,39,Clear,6,750,normal
672,19,39.9413,-75.1675,2025-10-17 01:41:39.747,night,Sunday,37,Clear,7,200,normal
964,7,39.9303,-75.1642,2025-02-27 19:08:45.299,morning,Saturday,26,Snow,3,200,normal
801,4,39.9077,-75.1774,2025-01-06 01:20:16.546,morning,Saturday,90,Clear,9,750,normal
38,13,39.9278,-75.1166,2025-09-02 02:33:18.660,evening,Saturday,52,Clear,5,750,normal
408,13,39.9312,-75.1763,2025-01-28 21:13:51.167,night,Tuesday,28,Cloudy,8,750,normal
833,15,39.9438,-75.1192,2025-02-27 07:31:36.126,evening,Monday,60,Fog,16,750,normal
202,15,39.9291,-75.1697,2025-05-12 18:57:55.568,night,Thursday,114,Rain,14,750,anomalous
930,18,39.9727,-75.1746,2025-06-13 02:53:59.888,night,Sunday,91,Cloudy,16,300,anomalous
831,13,39.9369,-75.1811,2025-10-17 00:24:32.170,evening,Friday,46,Cloudy,8,500,normal
170,19,39.978,-75.1609,2024-11-14 02:52:48.279,afternoon,Wednesday,44,Cloudy,6,750,normal
589,7,39.972,-75.1764,2025-10-01 09:39:27.161,afternoon,Sunday,43,Cloudy,5,100,normal
22,9,39.9466,-75.1912,2025-07-31 14:01:32.191,night,Saturday,31,Clear,9,100,normal
49,1,39.9799,-75.1747,2025-05-28 19:37:26.357,evening,Sunday,55,Cloudy,9,500,normal
734,17,39.987,-75.1358,2025-04-11 15:52:39.827,afternoon,Tuesday,37,Cloudy,9,100,normal
664,17,39.9764,-75.198,2025-07-19 21:39:43.120,morning,Saturday,43,Rain,20,500,normal
316,8,39.9207,-75.1237,2025-02-16 03:40:57.079,night,Monday,76,Clear,10,750,anomalous
534,8,39.9992,-75.1464,2025-06-22 22:21:04.662,afternoon,Friday,31,Cloudy,5,300,normal
145,3,39.9711,-75.1527,2025-03-20 16:49:14.426,night,Tuesday,30,Clear,9,500,normal
929,14,39.9929,-75.1609,2024-12-05 17:00:09.683,afternoon,Sunday,110,Clear,19,200,anomalous
242,7,39.9856,-75.175,2025-08-19 18:57:20.665,afternoon,Wednesday,51,Clear,7,200,normal
681,14,39.9201,-75.1258,2025-04-27 02:56:02.954,morning,Tuesday,47,Clear,1,500,normal
222,13,39.978,-75.1295,2025-10-27 07:04:13.723,morning,Friday,35,Clear,5,750,normal
404,2,39.984,-75.2047,2025-03-21 05:26:48.816,night,Thursday,45,Snow,17,500,normal
227,17,39.928,-75.1492,2025-03-05 19:28:46.165,afternoon,Saturday,102,Cloudy,13,300,anomalous
388,14,39.9905,-75.1612,2025-03-02 17:45:30.994,afternoon,Thursday,39,Clear,6,200,normal
413,11,39.9648,-75.1857,2024-12-07 09:41:49.214,morning,Monday,33,Cloudy,5,750,normal
136,1,39.9103,-75.1602,2025-05-03 17:48:20.178,night,Friday,103,Cloudy,20,750,normal
790,19,39.9285,-75.2096,2025-04-07 10:23:54.572,afternoon,Friday,74,Clear,19,200,normal
308,4,39.9242,-75.1723,2025-09-11 07:57:27.870,night,Friday,24,Cloudy,5,300,normal
971,16,39.9244,-75.1243,2025-06-08 23:54:18.650,night,Tuesday,42,Clear,5,750,normal
961,14,39.9378,-75.1702,2024-12-18 02:28:11.978,morning,Friday,79,Clear,20,100,anomalous
180,14,39.931,-75.2113,2025-02-15 15:19:34.477,evening,Tuesday,73,Cloudy,19,750,anomalous
98,10,39.9217,-75.1589,2025-04-16 02:17:22.295,evening,Thursday,29,Clear,3,750,normal
568,17,39.9111,-75.1806,2025-08-21 19:34:53.160,night,Tuesday,38,Cloudy,5,750,normal
339,17,39.9152,-75.1986,2025-08-22 14:15:13.982,night,Saturday,15,Rain,5,200,normal
445,11,39.9784,-75.2144,2025-06-25 01:36:48.751,afternoon,Thursday,98,Snow,20,200,anomalous
644,18,39.9353,-75.1937,2025-08-04 21:15:41.652,night,Monday,24,Cloudy,2,750,normal
168,16,39.953,-75.1904,2024-11-11 17:37:15.400,afternoon,Sunday,47,Clear,7,200,normal
785,16,40.001,-75.1672,2025-10-26 09:05:42.158,evening,Sunday,116,Cloudy,2,750,normal
750,9,39.983,-75.1379,2024-12-03 14:55:37.859,night,Monday,71,Rain,13,750,anomalous
1,7,39.9494,-75.1669,2025-04-05 22:54:47.381,night,Saturday,24,Cloudy,4,100,normal
67,13,39.9141,-75.1376,2025-01-01 01:57:45.984,evening,Thursday,31,Clear,10,300,normal
281,7,39.9266,-75.1314,2025-08-19 20:02:11.262,morning,Tuesday,44,Cloudy,6,200,normal
762,13,39.9823,-75.1346,2025-05-20 19:16:45.406,afternoon,Saturday,53,Clear,10,500,normal
497,12,39.9102,-75.1356,2025-01-07 12:45:26.088,night,Friday,20,Snow,10,300,normal
277,15,39.9831,-75.137,2024-11-18 12:17:18.476,evening,Thursday,49,Clear,6,500,normal
737,9,39.9982,-75.1168,2025-06-15 00:12:24.646,afternoon,Tuesday,41,Clear,6,200,normal
155,8,39.9109,-75.1518,2025-04-22 05:04:11.388,night,Thursday,23,Fog,9,300,normal
600,4,39.9742,-75.1946,2025-01-24 09:17:44.582,evening,Thursday,36,Cloudy,5,200,normal
823,12,39.9646,-75.1512,2024-11-06 23:50:53.249,morning,Sunday,39,Cloudy,4,500,normal
240,2,39.9186,-75.137,2025-02-05 12:17:21.641,evening,Sunday,29,Clear,10,300,normal
627,8,39.9062,-75.1777,2025-03-25 22:05:25.874,evening,Tuesday,32,Clear,10,500,normal
223,9,39.907,-75.1873,2025-01-26 16:33:28.380,morning,Thursday,39,Clear,3,200,normal
697,16,39.9489,-75.2006,2025-05-18 15:10:23.038,evening,Sunday,28,Clear,3,100,normal
492,5,39.9639,-75.1683,2025-08-03 19:32:26.192,night,Sunday,35,Clear,5,300,normal
469,14,40.0006,-75.1902,2025-01-24 07:38:31.206,afternoon,Thursday,22,Rain,5,300,normal
270,9,39.9123,-75.1832,2025-01-19 03:39:27.597,morning,Monday,43,Clear,8,500,normal
517,2,39.9608,-75.1873,2025-07-06 17:42:29.144,night,Monday,40,Cloudy,3,500,normal
559,7,39.9734,-75.1361,2025-04-22 19:56:20.617,morning,Thursday,34,Clear,2,750,normal
982,5,39.9385,-75.1179,2025-03-18 14:41:27.924,night,Monday,43,Clear,5,750,normal
221,1,39.9027,-75.1611,2025-09-05 20:48:50.156,morning,Sunday,42,Fog,11,200,normal
479,6,39.9572,-75.1837,2025-10-26 13:37:21.589,night,Saturday,39,Clear,7,300,normal
794,5,39.906,-75.1599,2025-05-19 18:49:49.503,morning,Friday,49,Cloudy,8,750,normal
374,10,39.991,-75.1422,2024-11-08 09:39:20.578,afternoon,Friday,49,Clear,6,200,normal
261,16,39.9116,-75.1584,2025-02-22 07:12:13.540,night,Friday,25,Clear,8,500,normal
326,0,39.9918,-75.1778,2025-05-04 18:54:10.805,morning,Saturday,28,Clear,2,750,normal
771,10,39.9353,-75.1594,2024-11-29 01:20:38.607,night,Saturday,23,Fog,5,750,normal
430,1,39.9388,-75.2094,2025-05-25 22:48:53.248,morning,Friday,62,Rain,24,500,anomalous
451,7,39.9074,-75.1483,2025-06-12 01:16:16.458,night,Saturday,23,Clear,10,100,normal
453,5,39.9935,-75.1243,2025-03-06 17:29:11.896,night,Saturday,23,Fog,9,300,normal
550,10,39.9133,-75.1693,2025-08-16 14:05:43.099,night,Sunday,12,Snow,2,300,normal
835,6,39.9508,-75.1756,2024-11-01 20:12:18.321,morning,Monday,52,Cloudy,10,300,normal
152,14,39.9228,-75.2082,2024-11-28 00:39:39.567,evening,Tuesday,35,Fog,5,500,normal
395,15,39.9353,-75.2007,2025-08-18 22:57:19.892,evening,Saturday,95,Clear,20,100,normal
719,17,39.9697,-75.1837,2025-03-23 20:52:56.317,afternoon,Monday,63,Clear,12,500,anomalous
891,10,39.9797,-75.1944,2025-05-30 00:39:34.795,morning,Thursday,53,Clear,5,750,normal
215,6,39.9433,-75.1922,2025-07-11 01:21:24.679,morning,Wednesday,37,Clear,10,500,normal
452,16,39.9473,-75.158,2024-11-17 02:43:46.993,afternoon,Thursday,26,Fog,8,200,normal
651,3,40.002,-75.1924,2025-04-20 14:39:22.864,afternoon,Tuesday,53,Clear,7,100,normal
875,17,39.9144,-75.1916,2025-02-26 21:22:23.324,night,Sunday,26,Fog,8,100,normal
317,18,39.9417,-75.1453,2024-11-25 15:14:09.711,morning,Saturday,38,Cloudy,2,500,normal
284,7,39.9384,-75.1792,2025-10-08 06:21:43.865,afternoon,Tuesday,58,Cloudy,20,750,normal
272,8,39.9651,-75.1442,2025-02-07 21:23:09.641,evening,Saturday,35,Clear,2,500,normal
996,8,39.9661,-75.139,2025-09-22 18:25:24.568,evening,Friday,38,Rain,1,300,normal
131,5,39.9883,-75.1998,2025-08-26 03:22:10.250,morning,Tuesday,36,Rain,5,200,normal
179,12,39.9907,-75.1987,2025-02-10 12:14:43.937,night,Sunday,87,Cloudy,22,750,anomalous
972,17,39.9746,-75.1283,2025-10-19 10:44:25.976,afternoon,Tuesday,45,Clear,7,300,normal
834,5,39.9939,-75.1203,2025-02-11 06:54:01.721,morning,Thursday,51,Clear,3,100,normal
383,2,40.0007,-75.1189,2025-10-06 06:38:33.499,night,Thursday,40,Cloudy,8,100,normal
337,17,39.9461,-75.1348,2025-07-11 16:39:27.190,night,Wednesday,119,Clear,10,100,anomalous
183,7,39.9708,-75.1638,2025-05-05 08:06:22.610,evening,Saturday,38,Cloudy,3,100,normal
245,0,39.9288,-75.1295,2024-12-18 23:28:58.491,night,Monday,37,Clear,2,300,normal
367,8,39.9831,-75.2147,2024-12-05 00:46:20.429,evening,Tuesday,58,Clear,2,300,normal
777,18,40.0026,-75.1293,2025-08-31 03:33:43.856,evening,Saturday,83,Cloudy,20,500,anomalous
931,19,39.9651,-75.1854,2025-04-03 06:26:46.156,afternoon,Tuesday,32,Rain,9,200,normal
66,2,40.0019,-75.2141,2025-10-01 05:24:54.542,evening,Thursday,61,Rain,8,500,normal
582,16,39.9291,-75.148,2025-03-22 01:11:57.652,night,Wednesday,24,Rain,7,200,normal
552,17,39.9895,-75.2004,2025-09-22 18:32:17.183,morning,Monday,40,Cloudy,10,500,normal
475,5,40.0009,-75.1304,2025-05-20 20:35:35.669,morning,Thursday,32,Rain,9,750,normal
422,15,39.9118,-75.1917,2024-11-18 19:45:59.691,evening,Wednesday,47,Clear,4,100,normal
439,13,39.959,-75.1894,2025-01-30 06:50:21.986,evening,Sunday,31,Fog,10,300,normal
486,2,39.9651,-75.1155,2024-11-11 17:05:20.599,morning,Wednesday,92,Clear,18,750,anomalous
974,17,39.9741,-75.1773,2025-01-15 12:45:38.003,evening,Saturday,103,Cloudy,13,500,anomalous
72,9,39.9176,-75.2134,2025-03-20 01:18:18.735,evening,Wednesday,27,Clear,10,200,normal
186,8,39.937,-75.13,2025-03-02 09:37:45.252,evening,Wednesday,23,Rain,2,100,normal
302,15,39.9713,-75.1773,2025-10-24 19:53:13.757,evening,Tuesday,112,Clear,18,500,normal
88,4,39.9251,-75.1985,2025-03-20 10:20:33.596,afternoon,Saturday,29,Clear,4,500,normal
588,7,39.969,-75.1846,2025-08-23 02:46:10.104,morning,Friday,44,Clear,6,500,normal
279,18,39.9874,-75.1873,2025-04-13 03:01:39.113,morning,Saturday,47,Clear,2,750,normal
747,1,39.9568,-75.1312,2025-04-14 20:06:53.138,evening,Saturday,72,Clear,12,200,anomalous
863,9,39.9061,-75.1573,2025-09-20 19:00:18.962,afternoon,Saturday,20,Rain,10,300,normal
896,9,39.9926,-75.1354,2025-09-18 14:15:15.563,night,Friday,87,Clear,18,300,normal
962,18,39.9888,-75.1962,2025-10-25 01:26:26.726,afternoon,Monday,31,Rain,9,500,normal
137,14,39.9183,-75.2091,2025-03-23 09:39:14.961,morning,Saturday,34,Clear,5,100,normal
941,5,39.9162,-75.1746,2024-12-22 08:23:06.164,night,Saturday,56,Clear,20,750,normal
674,11,39.9636,-75.1342,2025-08-23 05:03:26.923,night,Friday,18,Fog,6,100,normal
253,2,39.9803,-75.1917,2024-11-15 02:37:11.099,morning,Tuesday,79,Cloudy,12,750,anomalous
626,5,39.9064,-75.1491,2025-04-03 19:47:28.500,afternoon,Tuesday,69,Clear,13,300,anomalous
89,15,39.952,-75.132,2025-05-16 05:10:19.187,night,Wednesday,21,Cloudy,3,750,normal
338,16,39.92,-75.1449,2025-03-19 08:39:17.266,afternoon,Tuesday,47,Clear,5,100,normal
579,13,39.9185,-75.1167,2025-09-24 08:32:22.082,night,Friday,63,Cloudy,20,750,normal
41,16,39.9504,-75.1969,2025-09-23 17:20:05.430,night,Friday,24,Cloudy,4,200,normal
252,3,39.9832,-75.1573,2025-06-17 09:41:50.962,morning,Wednesday,33,Clear,4,750,normal
431,0,39.905,-75.1908,2025-09-10 12:28:44.627,morning,Saturday,52,Clear,7,300,normal
625,10,40.0004,-75.1803,2025-01-15 04:57:10.744,afternoon,Wednesday,55,Cloudy,5,300,normal
817,9,39.907,-75.1599,2025-07-29 17:15:22.988,morning,Friday,33,Fog,9,750,normal
810,1,39.9936,-75.1995,2024-11-04 17:40:25.627,afternoon,Saturday,28,Clear,6,750,normal
705,17,39.9265,-75.1641,2025-04-02 09:10:53.350,night,Thursday,20,Fog,8,100,normal
616,11,39.9757,-75.215,2025-07-29 11:32:59.840,afternoon,Monday,26,Rain,3,500,normal
241,9,39.9671,-75.1287,2025-04-01 02:46:20.903,evening,Saturday,32,Clear,3,300,normal
105,13,39.9281,-75.2053,2025-02-12 13:26:02.475,night,Friday,14,Fog,5,300,normal
638,2,39.994,-75.144,2025-02-07 22:00:45.472,evening,Saturday,51,Cloudy,3,500,normal
724,13,39.9309,-75.1434,2025-09-15 02:18:34.574,afternoon,Monday,90,Clear,14,300,anomalous
11,2,39.9336,-75.1722,2025-09-24 02:45:33.440,night,Saturday,111,Clear,12,200,anomalous
15,13,39.9634,-75.1394,2025-05-23 14:11:52.060,afternoon,Tuesday,34,Cloudy,8,300,normal
323,13,39.9759,-75.2067,2025-09-19 13:25:20.655,evening,Monday,31,Clear,7,200,normal
512,9,39.9387,-75.1522,2024-11-05 12:16:21.439,afternoon,Saturday,45,Clear,9,500,normal
581,11,40.0005,-75.1278,2025-08-24 01:08:18.916,afternoon,Saturday,53,Clear,3,750,normal
983,4,39.9335,-75.1308,2025-05-02 23:27:14.412,afternoon,Wednesday,33,Fog,8,300,normal
693,14,39.9523,-75.1992,2025-07-02 07:35:37.972,night,Tuesday,86,Cloudy,10,200,normal
648,5,39.9803,-75.2105,2025-09-13 04:06:03.463,evening,Sunday,55,Clear,8,500,normal
117,1,39.9282,-75.2093,2024-12-05 08:25:13.658,morning,Monday,36,Rain,10,500,normal
77,11,39.9764,-75.1223,2025-02-16 15:04:05.557,night,Friday,72,Fog,15,500,anomalous
916,11,39.9502,-75.1331,2025-10-02 07:47:01.644,evening,Thursday,75,Clear,17,300,anomalous
455,13,39.9068,-75.1662,2024-11-26 08:10:36.327,evening,Saturday,21,Fog,10,500,normal
204,13,39.9997,-75.162,2025-02-14 02:00:30.392,afternoon,Sunday,52,Clear,1,750,normal
304,15,39.9155,-75.1618,2025-01-28 00:17:53.665,afternoon,Sunday,18,Rain,3,500,normal
608,13,39.9479,-75.1277,2025-09-04 13:41:05.304,morning,Saturday,120,Clear,11,750,normal
680,7,39.9725,-75.1661,2025-05-27 18:13:50.485,morning,Monday,18,Fog,2,500,normal
81,12,39.9128,-75.1666,2025-04-10 13:48:47.384,morning,Monday,108,Clear,19,500,anomalous
849,12,39.9453,-75.157,2025-06-12 23:32:43.131,morning,Tuesday,91,Fog,21,500,anomalous
441,9,39.9924,-75.1972,2025-04-02 02:13:28.632,night,Monday,22,Clear,10,200,normal
238,18,39.9631,-75.2145,2025-10-24 03:36:42.781,morning,Thursday,73,Clear,20,750,normal
2,6,39.9741,-75.1821,2025-08-05 10:46:40.536,morning,Friday,77,Clear,17,100,anomalous
708,0,39.933,-75.1795,2025-01-31 11:12:42.635,evening,Monday,35,Fog,9,500,normal
936,6,39.9311,-75.1855,2025-02-13 03:56:37.610,night,Wednesday,71,Rain,9,750,normal
519,13,39.9967,-75.1696,2025-09-27 09:45:38.271,afternoon,Friday,31,Rain,7,200,normal
990,6,39.9638,-75.1505,2025-04-20 10:43:12.675,afternoon,Thursday,35,Snow,5,100,normal
163,12,39.9749,-75.1673,2025-03-01 18:12:43.949,morning,Sunday,66,Cloudy,15,200,normal
373,15,39.9471,-75.1241,2025-10-26 16:26:15.374,morning,Tuesday,35,Clear,10,100,normal
987,9,39.9874,-75.1803,2025-03-28 05:53:09.924,morning,Sunday,24,Rain,8,100,normal
989,7,39.9223,-75.206,2025-10-07 20:11:17.608,evening,Friday,30,Rain,8,100,normal
33,0,39.9814,-75.1309,2024-12-09 06:27:26.659,afternoon,Monday,117,Clear,19,300,anomalous
17,11,39.9976,-75.1902,2025-05-04 10:20:08.490,afternoon,Wednesday,49,Clear,5,750,normal
28,10,39.9836,-75.1365,2025-01-02 17:16:31.628,evening,Tuesday,74,Clear,20,300,normal
509,1,39.9584,-75.2121,2025-07-14 20:37:58.386,morning,Thursday,39,Clear,2,100,normal
5,16,39.9735,-75.1259,2025-08-28 02:14:09.457,night,Wednesday,21,Rain,3,750,normal
988,7,39.9122,-75.1782,2024-12-06 16:13:35.693,evening,Thursday,15,Snow,7,300,normal
914,10,39.9592,-75.1552,2025-09-12 13:00:49.519,evening,Monday,32,Clear,9,500,normal
538,17,39.9118,-75.1878,2025-07-19 12:33:58.739,afternoon,Wednesday,78,Clear,21,100,anomalous
782,17,39.9317,-75.1569,2025-06-03 05:37:46.582,afternoon,Tuesday,65,Clear,17,200,anomalous
809,6,39.9288,-75.1945,2025-01-08 09:36:23.683,evening,Thursday,84,Cloudy,5,750,normal
533,18,39.9821,-75.1759,2025-03-22 08:39:19.473,morning,Saturday,45,Clear,1,500,normal
198,11,39.939,-75.1538,2025-05-22 03:03:53.905,afternoon,Monday,45,Cloudy,3,500,normal
352,2,39.9647,-75.151,2025-10-21 08:14:00.432,night,Tuesday,28,Clear,8,300,normal
796,2,39.9816,-75.186,2025-09-21 11:23:02.883,night,Thursday,22,Rain,1,100,normal
288,5,39.9581,-75.1879,2025-05-14 15:36:37.006,evening,Monday,37,Clear,5,750,normal
220,15,39.9478,-75.135,2025-05-07 09:43:10.101,evening,Tuesday,26,Fog,5,750,normal
798,16,39.9503,-75.1476,2025-05-24 19:14:15.021,night,Saturday,19,Rain,8,200,normal
403,1,39.9757,-75.2126,2024-12-01 09:20:48.784,afternoon,Friday,29,Fog,5,300,normal
206,14,39.929,-75.1883,2025-06-25 11:48:07.890,evening,Sunday,63,Clear,13,500,anomalous
591,2,39.9799,-75.1671,2025-03-01 18:42:22.478,night,Sunday,40,Clear,4,750,normal
899,8,39.9804,-75.1642,2025-05-28 15:23:03.900,evening,Wednesday,50,Clear,1,200,normal
700,13,39.936,-75.1383,2025-01-12 12:35:38.231,morning,Friday,38,Clear,1,300,normal
753,10,40.002,-75.1751,2025-07-20 06:33:57.758,morning,Sunday,68,Clear,18,100,normal
880,10,39.9936,-75.2133,2025-01-17 08:42:18.047,evening,Tuesday,39,Snow,18,500,normal
775,2,39.912,-75.1935,2024-11-12 15:13:53.478,morning,Sunday,47,Cloudy,9,750,normal
813,16,39.9477,-75.1218,2024-12-15 19:03:37.204,evening,Monday,97,Clear,11,300,anomalous
9,5,39.9526,-75.1521,2025-07-17 18:01:37.322,morning,Thursday,26,Fog,5,500,normal
795,19,39.9057,-75.1673,2025-09-02 14:17:38.523,night,Saturday,17,Rain,6,750,normal
847,3,39.903,-75.1841,2024-11-16 05:26:24.061,morning,Monday,24,Rain,7,750,normal
406,10,39.9701,-75.1296,2025-09-01 15:14:30.890,evening,Sunday,74,Rain,6,300,normal
683,5,39.9355,-75.1407,2025-06-11 19:25:53.059,morning,Tuesday,38,Fog,7,750,normal
444,18,39.9392,-75.215,2024-12-17 16:22:45.466,afternoon,Wednesday,101,Rain,12,750,anomalous
64,5,39.9329,-75.1527,2025-07-15 06:26:19.794,evening,Saturday,47,Cloudy,1,500,normal
60,7,40.0005,-75.1684,2024-11-09 13:32:50.352,evening,Monday,53,Clear,3,200,normal
652,10,40.0018,-75.1514,2025-04-27 06:07:32.436,afternoon,Tuesday,54,Clear,2,100,normal
