user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,frequency
USER014,2025-11-01 21:55:27.458,5,2,morning,snowy,47
USER010,2025-10-30 13:13:07.459,-9,1,night,rainy,47
USER006,2025-09-13 16:48:39.466,7,3,morning,snowy,47
USER002,2025-10-06 16:36:52.460,22,2,night,snowy,47
USER017,2025-10-07 22:37:15.462,-8,0,afternoon,cloudy,47
USER013,2025-10-06 09:05:52.463,-4,0,afternoon,rainy,47
USER008,2025-10-30 13:24:08.463,19,5,afternoon,cloudy,47
USER016,2025-10-21 21:10:06.466,5,4,morning,cloudy,47
USER013,2025-10-21 18:37:01.463,-9,4,morning,sunny,47
USER001,2025-09-23 05:31:02.458,8,5,morning,snowy,47
USER001,2025-09-20 11:11:48.460,37,4,evening,snowy,47
USER020,2025-10-28 22:58:07.461,6,2,afternoon,snowy,47
USER015,2025-10-12 09:40:25.457,29,6,night,rainy,47
USER008,2025-08-17 17:30:06.466,7,6,morning,sunny,47
USER008,2025-10-08 15:35:28.462,20,5,evening,snowy,47
USER018,2025-10-22 01:29:01.460,32,1,afternoon,snowy,47
USER019,2025-09-21 14:19:21.460,-3,3,evening,snowy,47
USER016,2025-11-02 13:40:38.456,-9,5,evening,sunny,47
USER006,2025-10-27 11:33:55.460,0,4,night,snowy,47
USER004,2025-11-04 22:51:52.462,14,3,evening,cloudy,47
USER001,2025-10-14 01:47:33.462,38,5,night,cloudy,47
USER007,2025-09-15 19:11:26.466,37,6,afternoon,snowy,47
USER009,2025-09-11 12:21:26.459,22,2,night,rainy,47
USER020,2025-10-17 06:58:00.459,14,6,morning,snowy,47
USER013,2025-08-19 08:39:35.456,38,5,morning,sunny,47
USER008,2025-09-02 04:54:14.456,2,0,night,cloudy,47
USER007,2025-09-08 18:11:29.461,15,3,afternoon,rainy,47
USER009,2025-09-08 13:13:43.457,37,2,morning,sunny,47
USER017,2025-10-07 18:39:49.459,3,6,afternoon,snowy,47
USER006,2025-08-26 18:50:18.463,-9,3,morning,rainy,47
USER020,2025-10-22 00:12:24.456,11,0,night,sunny,47
USER019,2025-10-18 03:13:20.465,1,0,evening,rainy,47
USER011,2025-10-01 05:51:13.459,14,2,night,cloudy,47
USER014,2025-10-15 15:19:03.456,-1,4,afternoon,sunny,47
USER016,2025-09-17 07:09:50.461,35,3,night,rainy,47
USER001,2025-08-12 01:32:59.458,-4,1,morning,rainy,47
USER002,2025-09-03 23:57:17.459,23,4,morning,snowy,47
USER019,2025-08-08 21:06:24.460,36,0,night,snowy,47
USER006,2025-10-23 01:08:45.461,39,3,night,cloudy,47
USER012,2025-09-08 12:47:07.465,36,6,night,snowy,47
USER019,2025-10-19 19:11:48.464,-3,4,morning,sunny,47
USER003,2025-08-28 22:58:39.461,27,0,morning,rainy,47
USER020,2025-08-09 21:45:05.459,26,4,afternoon,cloudy,47
USER017,2025-08-28 11:49:02.461,15,6,morning,cloudy,47
USER020,2025-09-06 09:11:40.465,24,5,night,snowy,47
USER002,2025-09-23 21:59:08.466,7,4,afternoon,cloudy,47
USER011,2025-08-27 00:36:36.457,37,5,afternoon,cloudy,47
USER013,2025-10-29 15:19:46.463,15,3,morning,rainy,47
USER009,2025-10-31 14:30:58.459,32,2,night,sunny,47
USER005,2025-10-02 07:24:39.463,38,4,morning,sunny,47
USER019,2025-09-22 15:21:58.461,2,2,night,sunny,47
USER020,2025-08-28 07:11:01.457,37,0,afternoon,cloudy,47
USER017,2025-10-31 18:54:40.466,30,4,morning,sunny,47
USER007,2025-11-05 11:45:55.457,29,6,night,snowy,47
USER011,2025-09-21 05:07:49.458,5,2,evening,cloudy,47
USER005,2025-08-13 02:18:16.456,29,6,evening,sunny,47
USER017,2025-09-01 10:53:00.464,25,4,evening,rainy,47
USER004,2025-10-05 17:57:40.466,35,3,night,snowy,47
USER013,2025-10-04 06:04:10.466,-8,3,morning,snowy,47
USER004,2025-10-30 07:49:37.459,39,4,evening,cloudy,47
USER020,2025-09-14 03:51:01.457,11,5,morning,snowy,47
USER012,2025-10-24 20:38:53.462,20,0,afternoon,rainy,47
USER015,2025-10-24 10:27:46.460,16,5,morning,snowy,47
USER007,2025-10-11 22:30:34.459,18,3,morning,rainy,47
USER012,2025-10-11 12:14:04.459,2,6,afternoon,sunny,47
USER005,2025-09-03 00:15:19.461,-9,4,morning,sunny,47
USER017,2025-10-29 13:26:11.462,-3,6,evening,sunny,47
USER004,2025-10-16 19:30:38.460,-1,2,afternoon,cloudy,47
USER016,2025-09-02 22:13:56.457,33,4,afternoon,rainy,47
USER016,2025-09-07 11:28:46.462,5,0,night,snowy,47
USER016,2025-10-26 05:51:34.458,27,3,morning,rainy,47
USER006,2025-10-13 23:56:04.456,15,4,night,snowy,47
USER012,2025-08-09 03:45:08.461,2,1,night,sunny,47
USER005,2025-09-29 12:52:33.461,8,2,morning,sunny,47
USER020,2025-08-29 23:17:18.463,7,2,night,rainy,47
USER019,2025-08-11 20:39:47.462,17,1,afternoon,rainy,47
USER006,2025-09-14 02:16:24.458,8,6,afternoon,rainy,47
USER005,2025-10-01 02:00:05.457,13,6,afternoon,sunny,47
USER012,2025-10-17 15:47:24.459,37,0,evening,sunny,47
USER012,2025-10-08 23:32:17.457,20,2,evening,cloudy,47
USER006,2025-09-27 02:25:23.457,28,6,afternoon,sunny,47
USER001,2025-08-15 08:21:28.456,34,4,night,snowy,47
USER011,2025-10-14 17:19:17.456,31,4,night,sunny,47
USER014,2025-09-02 00:40:20.466,12,0,morning,snowy,47
USER013,2025-10-20 10:08:19.461,34,5,afternoon,rainy,47
USER015,2025-09-20 03:00:13.459,16,5,night,sunny,47
USER003,2025-10-04 05:06:37.460,37,4,night,cloudy,47
USER002,2025-10-27 00:53:38.458,10,1,night,cloudy,47
USER012,2025-10-27 07:45:25.461,-10,3,night,rainy,47
USER001,2025-08-24 23:48:53.458,4,4,afternoon,rainy,47
USER007,2025-08-29 00:04:41.465,32,5,night,snowy,47
USER016,2025-09-15 14:58:14.460,-10,1,morning,snowy,47
USER013,2025-09-22 04:27:03.462,3,2,afternoon,cloudy,47
USER004,2025-10-14 00:03:22.460,34,5,afternoon,cloudy,47
USER011,2025-09-09 11:21:48.460,15,3,morning,sunny,47
USER005,2025-09-06 14:27:27.466,-10,5,morning,cloudy,47
USER016,2025-08-20 09:39:20.457,-1,5,afternoon,cloudy,47
USER018,2025-08-18 19:48:27.466,16,2,evening,snowy,47
USER006,2025-09-25 14:55:46.460,7,5,night,sunny,47
USER005,2025-08-13 19:45:15.457,16,0,morning,rainy,47
USER017,2025-08-11 23:15:42.460,21,1,night,snowy,47
USER003,2025-08-31 23:45:59.460,32,1,night,sunny,47
USER010,2025-10-09 08:00:36.460,7,5,evening,snowy,47
USER001,2025-08-24 22:23:52.456,33,3,afternoon,sunny,47
USER003,2025-11-05 00:09:38.459,-9,0,night,cloudy,47
USER013,2025-10-19 11:29:31.459,15,4,night,sunny,47
USER002,2025-09-20 19:01:45.457,9,1,evening,cloudy,47
USER006,2025-09-22 20:12:05.458,-6,3,afternoon,sunny,47
USER016,2025-08-26 03:43:36.456,-9,0,afternoon,rainy,47
USER014,2025-09-01 21:46:34.463,9,6,morning,cloudy,47
USER005,2025-10-17 16:22:45.457,12,5,evening,sunny,47
USER002,2025-09-11 17:01:16.463,2,6,evening,cloudy,47
USER018,2025-09-24 07:52:17.461,31,3,night,snowy,47
USER012,2025-10-22 03:04:22.460,36,5,night,rainy,47
USER011,2025-09-11 05:41:16.457,28,2,morning,rainy,47
USER014,2025-11-03 14:01:03.460,-5,6,night,sunny,47
USER019,2025-08-29 23:40:04.459,36,1,evening,sunny,47
USER010,2025-08-14 13:51:01.464,28,3,morning,rainy,47
USER015,2025-10-20 21:04:54.454,24,4,morning,cloudy,47
USER019,2025-08-24 04:49:22.459,22,2,morning,cloudy,47
USER003,2025-10-31 04:45:19.466,12,6,afternoon,sunny,47
USER012,2025-09-18 11:42:55.462,0,5,night,cloudy,47
USER007,2025-11-02 01:27:53.459,18,5,afternoon,snowy,47
USER004,2025-08-18 20:01:17.459,30,2,night,cloudy,47
USER004,2025-10-27 00:43:10.461,21,6,evening,snowy,47
USER013,2025-08-30 18:28:20.466,4,2,evening,cloudy,47
USER020,2025-08-18 19:43:04.456,13,0,evening,rainy,47
USER010,2025-09-03 20:26:00.462,-6,4,evening,rainy,47
USER004,2025-09-05 20:33:08.458,6,0,night,sunny,47
USER004,2025-10-03 11:12:02.466,29,0,evening,snowy,47
USER015,2025-09-01 16:02:05.458,15,3,afternoon,snowy,47
USER003,2025-10-13 02:07:28.462,26,5,morning,snowy,47
USER016,2025-11-04 21:33:40.458,22,0,night,sunny,47
USER006,2025-09-26 22:15:00.460,13,2,evening,rainy,47
USER015,2025-09-19 05:35:44.456,38,1,afternoon,rainy,47
USER020,2025-11-04 03:15:47.462,3,2,afternoon,cloudy,47
USER020,2025-09-29 07:35:45.459,16,6,night,sunny,47
USER017,2025-08-23 19:50:31.460,-7,0,afternoon,rainy,47
USER005,2025-09-17 20:10:31.463,13,6,afternoon,cloudy,47
USER012,2025-10-14 22:08:39.462,14,0,afternoon,rainy,47
USER003,2025-08-14 10:21:02.466,19,3,evening,snowy,47
USER008,2025-10-11 06:44:05.456,22,0,evening,snowy,47
USER001,2025-10-08 10:14:33.460,3,6,afternoon,cloudy,47
USER009,2025-10-10 09:03:24.466,33,6,night,cloudy,47
USER018,2025-09-28 11:14:54.456,-1,3,afternoon,rainy,47
USER020,2025-09-19 13:36:12.463,36,4,afternoon,cloudy,47
USER006,2025-10-19 08:33:19.456,23,3,morning,snowy,47
USER009,2025-08-18 16:47:29.458,13,3,evening,cloudy,47
USER004,2025-10-29 13:07:26.465,21,6,afternoon,sunny,47
USER020,2025-08-16 18:41:23.456,24,6,afternoon,rainy,47
USER005,2025-08-10 21:22:46.466,12,4,morning,rainy,47
USER016,2025-09-11 09:17:41.466,38,4,evening,cloudy,47
USER015,2025-08-20 03:44:24.466,20,4,evening,cloudy,47
USER010,2025-11-02 06:23:22.459,1,4,afternoon,cloudy,47
USER004,2025-09-17 21:05:20.466,-8,1,evening,sunny,47
USER010,2025-08-13 06:43:04.460,28,0,morning,snowy,47
USER014,2025-10-09 14:22:59.459,0,1,afternoon,sunny,47
USER014,2025-10-17 11:56:29.464,-6,2,night,snowy,47
USER016,2025-10-08 16:35:11.459,36,3,evening,snowy,47
USER014,2025-08-16 07:03:04.459,20,5,evening,snowy,47
USER002,2025-09-17 20:09:00.457,24,2,night,cloudy,47
USER001,2025-09-13 23:37:21.460,23,6,afternoon,rainy,47
USER010,2025-10-11 14:13:21.461,7,1,night,snowy,47
USER012,2025-09-25 06:03:30.460,12,3,evening,rainy,47
USER008,2025-09-03 03:50:02.458,4,5,morning,rainy,47
USER018,2025-09-27 17:25:06.459,39,0,evening,rainy,47
USER020,2025-10-22 05:21:46.458,-6,5,night,rainy,47
USER017,2025-11-02 12:41:12.458,36,3,afternoon,snowy,47
USER003,2025-09-07 01:17:09.465,32,5,evening,cloudy,47
USER001,2025-08-16 17:34:10.464,38,0,afternoon,cloudy,47
USER010,2025-09-06 21:16:48.466,19,1,afternoon,snowy,47
USER008,2025-09-05 15:31:45.457,33,2,night,cloudy,47
USER013,2025-11-04 18:46:19.462,13,0,morning,sunny,47
USER020,2025-09-30 09:10:52.461,34,6,morning,cloudy,47
USER017,2025-10-23 23:51:09.457,30,2,night,cloudy,47
USER020,2025-08-15 07:08:39.459,6,0,morning,snowy,47
USER020,2025-08-12 11:27:19.462,17,4,night,rainy,47
USER004,2025-10-28 14:29:31.457,11,4,afternoon,rainy,47
USER018,2025-11-06 00:35:07.456,-8,0,afternoon,cloudy,47
USER007,2025-10-12 20:44:43.464,-2,1,afternoon,rainy,47
USER020,2025-09-07 21:56:04.466,-5,4,evening,rainy,47
USER014,2025-08-14 19:14:46.459,38,5,night,sunny,47
USER014,2025-09-09 15:25:02.466,1,3,night,snowy,47
USER002,2025-10-08 09:35:25.456,-7,0,evening,rainy,47
USER018,2025-10-25 08:36:45.463,38,4,evening,cloudy,47
USER003,2025-08-21 07:54:12.458,29,1,evening,rainy,47
USER010,2025-08-30 11:59:00.456,39,5,evening,snowy,47
USER008,2025-09-23 02:57:35.465,-5,5,night,rainy,47
USER007,2025-10-24 01:17:13.466,-3,0,night,snowy,47
USER018,2025-09-14 08:06:13.460,39,4,afternoon,rainy,47
USER020,2025-08-19 10:08:41.456,8,3,night,sunny,47
USER005,2025-10-31 11:39:30.466,-6,1,night,snowy,47
USER002,2025-09-16 04:00:01.466,18,5,afternoon,snowy,47
USER006,2025-10-13 04:34:43.460,11,4,morning,rainy,47
USER016,2025-08-09 21:48:07.466,3,1,morning,rainy,47
USER010,2025-10-30 17:04:34.459,14,3,evening,rainy,47
USER015,2025-10-10 10:55:47.465,3,0,night,rainy,47
USER017,2025-10-09 05:06:03.464,-4,4,morning,sunny,47
USER002,2025-09-04 21:11:28.460,34,4,morning,snowy,47
USER016,2025-09-30 08:39:27.457,2,0,morning,sunny,47
USER003,2025-08-22 00:51:35.462,15,4,afternoon,snowy,47
USER004,2025-09-23 01:29:29.456,26,1,evening,cloudy,47
USER002,2025-10-05 01:21:21.466,12,4,evening,sunny,47
USER004,2025-08-23 18:59:09.459,36,3,night,rainy,47
USER004,2025-10-16 21:14:33.458,34,2,morning,sunny,47
USER016,2025-10-23 04:46:14.458,-6,6,morning,sunny,47
USER003,2025-08-13 11:28:52.456,35,0,evening,sunny,47
USER006,2025-08-16 22:23:36.459,-7,3,evening,snowy,47
USER008,2025-09-11 18:33:12.456,-5,6,morning,rainy,47
USER015,2025-09-18 17:29:43.466,31,5,afternoon,rainy,47
USER006,2025-09-17 10:09:47.460,-10,3,afternoon,rainy,47
USER012,2025-10-29 22:39:58.465,11,1,night,cloudy,47
USER015,2025-08-19 20:59:17.459,-10,3,night,rainy,47
USER003,2025-10-21 06:51:24.459,14,5,evening,cloudy,47
USER009,2025-10-27 01:03:14.466,-9,3,evening,rainy,47
USER004,2025-08-11 08:27:31.457,9,4,afternoon,rainy,47
USER010,2025-09-14 10:15:56.461,17,2,afternoon,cloudy,47
USER005,2025-09-27 18:28:08.456,36,3,afternoon,rainy,47
USER016,2025-10-27 08:33:12.457,31,2,morning,cloudy,47
USER013,2025-10-19 14:36:36.457,-7,6,afternoon,sunny,47
USER007,2025-09-02 10:42:16.465,5,2,evening,sunny,47
USER009,2025-09-23 17:47:38.456,36,5,morning,rainy,47
USER002,2025-10-07 02:29:50.466,10,5,morning,cloudy,47
USER010,2025-09-20 21:11:57.460,-1,4,morning,sunny,47
USER019,2025-11-03 01:48:08.458,36,6,afternoon,cloudy,47
USER013,2025-10-20 14:19:38.466,4,2,night,cloudy,47
USER002,2025-09-27 12:23:53.460,29,4,evening,rainy,47
USER004,2025-10-07 06:05:59.466,-1,4,evening,snowy,47
USER001,2025-10-23 13:26:39.459,19,3,morning,rainy,47
USER011,2025-10-03 23:36:38.459,12,6,night,rainy,47
USER017,2025-10-28 07:09:06.458,22,4,afternoon,snowy,47
USER011,2025-11-01 01:08:55.459,-2,6,morning,snowy,47
USER001,2025-08-09 04:04:17.461,6,6,morning,rainy,47
USER019,2025-08-14 19:39:48.459,19,3,morning,rainy,47
USER005,2025-10-02 12:15:57.462,-7,4,afternoon,sunny,47
USER016,2025-09-04 12:25:06.456,-8,1,morning,cloudy,47
USER012,2025-08-15 23:38:14.459,26,2,evening,sunny,47
USER017,2025-09-07 16:10:45.457,6,1,afternoon,rainy,47
USER018,2025-08-23 15:52:49.459,8,0,night,snowy,47
USER017,2025-10-26 21:15:09.460,1,5,afternoon,cloudy,47
USER017,2025-10-12 21:13:25.461,37,0,afternoon,cloudy,47
USER003,2025-10-22 13:36:22.462,29,1,evening,sunny,47
USER005,2025-08-23 05:41:39.464,14,6,evening,cloudy,47
USER012,2025-08-27 12:14:05.458,34,1,evening,snowy,47
USER019,2025-10-11 07:17:52.462,-10,5,evening,snowy,47
USER009,2025-10-23 01:26:20.462,27,6,afternoon,cloudy,47
USER016,2025-11-04 14:13:39.458,4,6,afternoon,sunny,47
USER013,2025-10-23 02:28:47.464,19,0,afternoon,cloudy,47
USER016,2025-09-29 03:28:40.466,-1,2,evening,cloudy,47
USER019,2025-08-15 01:09:01.466,-8,4,evening,snowy,47
USER015,2025-09-18 19:52:04.466,21,6,afternoon,sunny,47
USER003,2025-10-02 01:22:44.457,-4,2,morning,sunny,47
USER012,2025-09-18 11:39:20.457,35,4,night,sunny,47
USER008,2025-09-27 10:31:17.457,-6,1,afternoon,sunny,47
USER018,2025-10-23 00:16:56.465,-3,1,night,snowy,47
USER001,2025-09-24 17:45:03.454,18,0,afternoon,cloudy,47
USER001,2025-08-24 04:22:36.464,29,1,morning,sunny,47
USER006,2025-08-20 15:17:58.466,20,2,afternoon,rainy,47
USER001,2025-10-06 06:38:17.464,26,3,night,cloudy,47
USER020,2025-09-02 12:36:27.457,32,5,night,snowy,47
USER020,2025-09-16 09:10:37.459,-10,1,evening,cloudy,47
USER010,2025-11-02 22:18:26.461,7,1,afternoon,snowy,47
USER001,2025-09-05 05:56:26.459,9,6,afternoon,sunny,47
USER009,2025-08-15 16:53:28.456,35,4,morning,snowy,47
USER012,2025-09-25 05:48:37.461,-2,2,afternoon,rainy,47
USER008,2025-09-02 05:29:12.459,17,0,afternoon,snowy,47
USER006,2025-10-16 17:36:30.457,21,2,night,snowy,47
USER005,2025-09-03 23:27:26.456,-10,2,morning,rainy,47
USER007,2025-09-15 09:58:40.457,15,6,evening,sunny,47
USER009,2025-10-28 07:48:03.466,35,2,evening,cloudy,47
USER010,2025-09-24 22:25:09.466,19,0,evening,cloudy,47
USER017,2025-08-31 15:39:43.464,31,6,morning,rainy,47
USER002,2025-10-13 14:43:55.466,1,4,evening,snowy,47
USER018,2025-08-11 21:42:57.465,2,0,night,snowy,47
USER005,2025-10-19 16:32:45.462,19,3,night,cloudy,47
USER010,2025-09-16 21:25:21.466,33,2,morning,sunny,47
USER017,2025-08-27 01:31:35.464,26,2,night,rainy,47
USER011,2025-10-29 03:26:25.459,29,3,night,cloudy,47
USER016,2025-11-02 03:42:12.457,30,3,evening,sunny,47
USER001,2025-10-08 11:23:13.459,15,2,morning,snowy,47
USER005,2025-09-11 16:56:11.459,12,5,evening,snowy,47
USER007,2025-09-19 03:47:21.461,-10,3,morning,snowy,47
USER004,2025-09-22 22:49:56.460,14,6,night,sunny,47
USER015,2025-09-27 16:46:55.456,-3,6,night,sunny,47
USER012,2025-10-29 17:35:21.458,29,3,night,sunny,47
USER018,2025-09-07 04:53:21.459,13,3,afternoon,snowy,47
USER019,2025-10-02 06:48:28.460,34,0,evening,cloudy,47
USER007,2025-09-30 03:06:39.457,21,2,morning,rainy,47
USER012,2025-09-05 07:50:31.460,28,5,afternoon,sunny,47
USER007,2025-09-24 13:40:44.456,27,6,evening,sunny,47
USER009,2025-08-31 10:34:33.461,-1,3,afternoon,cloudy,47
USER020,2025-08-09 00:40:31.459,19,3,morning,cloudy,47
USER020,2025-09-02 20:44:26.466,28,6,evening,rainy,47
USER013,2025-09-23 20:50:09.457,34,6,morning,cloudy,47
USER005,2025-09-07 18:59:28.456,4,0,evening,sunny,47
USER002,2025-10-15 00:14:41.459,21,5,night,cloudy,47
USER001,2025-09-21 04:52:16.456,0,2,morning,snowy,47
USER009,2025-08-15 00:22:09.458,3,5,afternoon,sunny,47
USER014,2025-11-06 15:56:22.457,5,6,morning,rainy,47
USER012,2025-10-20 17:25:35.466,-9,5,evening,cloudy,47
USER011,2025-10-22 19:45:20.461,16,1,night,sunny,47
USER010,2025-08-20 06:07:41.460,9,5,night,sunny,47
USER011,2025-08-30 01:54:01.464,-5,1,afternoon,snowy,47
USER011,2025-10-08 05:22:40.457,-6,6,afternoon,rainy,47
USER006,2025-10-23 23:59:56.457,23,2,morning,sunny,47
USER005,2025-10-15 21:22:38.461,24,3,night,rainy,47
USER007,2025-10-29 01:09:51.463,-10,1,evening,sunny,47
USER011,2025-08-23 18:08:46.457,25,1,evening,snowy,47
USER002,2025-11-06 01:35:52.464,15,1,evening,cloudy,47
USER014,2025-10-07 06:55:20.459,3,4,morning,snowy,47
USER015,2025-10-28 21:45:09.465,10,5,afternoon,sunny,47
USER020,2025-08-17 15:50:50.456,1,1,morning,snowy,47
USER003,2025-08-14 03:55:05.465,-4,2,night,sunny,47
USER010,2025-08-21 00:58:16.457,34,2,morning,rainy,47
USER001,2025-10-22 23:48:37.457,24,1,morning,cloudy,47
USER003,2025-09-07 19:17:06.463,20,3,morning,cloudy,47
USER010,2025-08-20 07:14:08.466,34,0,afternoon,cloudy,47
USER005,2025-08-11 04:02:35.456,5,5,afternoon,rainy,47
USER014,2025-11-03 03:39:55.466,34,0,morning,sunny,47
USER017,2025-08-19 03:23:28.457,32,2,morning,sunny,47
USER004,2025-10-03 20:50:07.466,32,2,morning,cloudy,47
USER015,2025-09-10 11:11:02.458,7,1,night,cloudy,47
USER002,2025-08-19 01:37:10.460,30,6,night,sunny,47
USER004,2025-09-27 06:06:42.458,25,6,morning,sunny,47
USER004,2025-08-25 22:55:27.460,36,6,afternoon,sunny,47
USER020,2025-08-11 02:51:26.465,26,6,night,sunny,47
USER006,2025-08-30 16:33:44.460,19,2,morning,cloudy,47
USER004,2025-09-14 16:47:45.466,19,4,afternoon,rainy,47
USER008,2025-10-29 23:30:40.466,33,4,night,cloudy,47
USER010,2025-10-31 14:04:10.456,36,4,night,cloudy,47
USER007,2025-08-11 11:43:57.456,30,3,afternoon,snowy,47
USER001,2025-08-30 09:41:56.459,18,6,night,snowy,47
USER002,2025-09-26 03:17:06.466,9,6,night,cloudy,47
USER008,2025-09-25 22:25:35.466,29,4,afternoon,rainy,47
USER006,2025-11-05 16:52:02.456,37,1,night,snowy,47
USER017,2025-09-30 19:52:55.466,-2,6,afternoon,rainy,47
USER010,2025-09-29 04:22:40.460,37,2,evening,snowy,47
USER010,2025-10-23 06:36:33.457,25,4,night,cloudy,47
USER004,2025-08-18 13:36:47.459,16,1,evening,snowy,47
USER007,2025-10-14 09:39:04.458,26,1,morning,rainy,47
USER001,2025-08-27 23:43:47.460,28,0,evening,sunny,47
USER018,2025-10-15 17:47:05.466,-8,4,night,rainy,47
USER005,2025-08-10 04:35:22.465,-9,5,night,snowy,47
USER017,2025-10-30 09:02:44.462,15,0,morning,sunny,47
USER006,2025-10-17 07:50:00.458,9,6,night,cloudy,47
USER012,2025-08-13 05:12:13.457,30,6,evening,snowy,47
USER001,2025-08-09 05:13:58.456,2,6,evening,sunny,47
USER010,2025-08-13 10:22:12.460,23,1,evening,sunny,47
USER003,2025-10-06 07:01:18.466,29,1,morning,snowy,47
USER012,2025-10-04 09:49:31.466,2,0,morning,rainy,47
USER016,2025-10-20 14:22:09.457,19,1,night,cloudy,47
USER002,2025-08-11 12:35:09.460,16,5,night,sunny,47
USER010,2025-09-13 08:31:01.465,37,4,night,snowy,47
USER017,2025-10-04 17:30:51.459,6,2,morning,rainy,47
USER017,2025-10-30 05:14:23.457,-7,2,evening,sunny,47
USER020,2025-08-12 09:04:41.460,12,4,afternoon,snowy,47
USER006,2025-10-29 08:22:45.456,39,2,evening,snowy,47
USER011,2025-10-21 19:28:28.457,4,3,morning,cloudy,47
USER010,2025-09-20 11:32:31.466,-3,2,morning,sunny,47
USER002,2025-10-01 17:07:43.458,7,4,afternoon,rainy,47
USER011,2025-09-25 13:52:59.461,32,1,morning,snowy,47
USER018,2025-08-19 19:09:17.457,3,0,afternoon,cloudy,47
USER011,2025-09-06 09:54:49.466,24,4,evening,snowy,47
USER003,2025-11-04 06:11:12.457,26,1,afternoon,snowy,47
USER019,2025-10-14 12:08:41.456,-3,2,evening,sunny,47
USER017,2025-10-14 07:37:15.457,9,5,afternoon,sunny,47
USER005,2025-09-25 06:15:30.460,14,1,morning,snowy,47
USER014,2025-10-09 22:34:42.459,17,6,afternoon,snowy,47
USER012,2025-08-12 11:32:13.463,0,0,morning,sunny,47
USER001,2025-08-20 02:17:18.456,13,4,morning,snowy,47
USER014,2025-09-21 08:38:57.458,23,0,evening,cloudy,47
USER020,2025-09-19 01:46:53.463,6,1,night,rainy,47
USER011,2025-09-09 03:06:50.459,-8,2,evening,sunny,47
USER002,2025-08-30 23:09:10.466,25,0,afternoon,sunny,47
USER002,2025-11-01 16:42:43.463,1,3,morning,snowy,47
USER018,2025-09-30 07:19:10.460,-9,5,night,rainy,47
