user_id,timestamp,temperature,time_of_the_day,behaviour,frequency_crossing,anomalous_probability,anomaly_reason,behavior,feature_count,normal_probability,prediction_confidence,prediction_timestamp,used_user_model
USER006,2025-08-07 07:35:48.784,-21,afternoon,normal,557,,,,,,,,
USER020,2025-01-29 14:44:14.640,9,evening,anomalous,835,,,,,,,,
USER018,2025-03-30 14:27:30.125,47,evening,normal,175,,,,,,,,
USER003,2025-12-04 10:46:50.364,47,afternoon,normal,176,,,,,,,,
USER019,2025-02-13 20:21:23.658,-8,night,anomalous,897,,,,,,,,
USER016,2025-06-29 06:13:09.387,35,morning,anomalous,86,,,,,,,,
USER019,2025-03-10 07:36:00.686,12,afternoon,normal,498,,,,,,,,
USER015,2025-05-17 05:23:52.514,53,morning,anomalous,236,,,,,,,,
USER003,2025-04-10 01:46:40.806,42,morning,anomalous,32,,,,,,,,
USER019,2025-12-27 01:29:14.220,-23,morning,anomalous,365,,,,,,,,
USER009,2025-11-13 10:48:08.384,-25,afternoon,anomalous,202,,,,,,,,
USER005,2025-05-15 01:09:29.333,18,morning,anomalous,541,,,,,,,,
USER008,2025-08-04 18:54:51.749,-19,night,anomalous,616,,,,,,,,
USER008,2025-05-26 14:38:15.209,36,evening,anomalous,845,,,,,,,,
USER006,2025-07-06 18:43:00.549,48,night,normal,228,,,,,,,,
USER005,2025-04-22 04:12:22.889,2,morning,anomalous,631,,,,,,,,
USER006,2025-07-19 19:37:00.088,6,night,normal,316,,,,,,,,
USER017,2025-12-22 06:54:45.157,28,afternoon,normal,913,,,,,,,,
USER020,2025-03-13 22:23:47.770,27,night,normal,507,,,,,,,,
USER005,2025-08-02 11:08:01.294,-7,afternoon,anomalous,778,,,,,,,,
USER004,2025-06-07 18:39:04.372,-22,night,anomalous,784,,,,,,,,
USER018,2025-04-22 10:32:11.700,-14,afternoon,normal,387,,,,,,,,
USER003,2025-09-08 15:56:17.459,-20,evening,normal,251,,,,,,,,
USER013,2025-10-24 07:50:28.722,-33,afternoon,normal,235,,,,,,,,
USER018,2025-06-25 07:25:01.735,-20,afternoon,normal,616,,,,,,,,
USER003,2025-12-07 23:30:01.510,0,morning,anomalous,687,,,,,,,,
USER008,2025-10-23 21:37:29.840,6,night,normal,98,,,,,,,,
USER001,2025-08-04 13:30:29.811,12,evening,normal,328,,,,,,,,
USER005,2025-02-16 23:22:10.591,54,night,normal,943,,,,,,,,
USER009,2025-04-29 12:02:20.647,-1,evening,normal,666,,,,,,,,
USER020,2025-07-17 03:28:09.621,35,morning,normal,32,,,,,,,,
USER007,2025-02-28 04:27:11.796,32,morning,anomalous,573,,,,,,,,
USER017,2025-03-08 00:39:48.317,-17,morning,anomalous,34,,,,,,,,
USER016,2025-03-02 12:16:45.070,28,evening,anomalous,420,,,,,,,,
USER014,2025-08-31 04:03:19.536,0,morning,anomalous,122,,,,,,,,
USER020,2025-08-15 11:57:40.382,12,evening,anomalous,129,,,,,,,,
USER005,2025-03-02 01:23:28.408,40,morning,anomalous,959,,,,,,,,
USER009,2025-08-29 03:42:29.583,-5,morning,anomalous,848,,,,,,,,
USER009,2025-12-03 13:29:40.880,-1,evening,normal,749,,,,,,,,
USER018,2025-08-24 17:51:58.607,32,night,anomalous,953,,,,,,,,
USER013,2025-10-26 11:42:28.108,56,evening,normal,637,,,,,,,,
USER014,2025-09-10 10:42:54.402,-5,afternoon,normal,451,,,,,,,,
USER014,2025-04-15 01:48:56.959,-12,morning,anomalous,130,,,,,,,,
USER004,2025-05-09 10:08:13.181,-3,afternoon,normal,873,,,,,,,,
USER009,2025-02-27 12:07:32.033,-18,evening,normal,435,,,,,,,,
USER009,2025-07-16 14:34:38.820,42,evening,anomalous,800,,,,,,,,
USER004,2025-11-04 16:05:54.598,-4,evening,normal,233,,,,,,,,
USER013,2025-11-05 12:34:51.962,-49,evening,normal,614,,,,,,,,
USER006,2025-05-19 04:29:05.904,27,morning,normal,470,,,,,,,,
USER004,2025-08-10 22:15:42.457,20,night,anomalous,769,,,,,,,,
USER004,2025-04-19 03:10:51.467,-30,morning,normal,29,,,,,,,,
USER015,2025-06-28 17:12:00.530,8,night,normal,660,,,,,,,,
USER011,2025-04-27 13:27:09.498,10,evening,normal,631,,,,,,,,
USER019,2025-03-12 16:24:43.377,-21,evening,anomalous,259,,,,,,,,
USER016,2025-04-05 09:21:42.203,-28,afternoon,anomalous,549,,,,,,,,
USER010,2025-02-14 01:12:51.842,27,morning,anomalous,433,,,,,,,,
USER008,2025-10-23 11:44:42.530,36,evening,anomalous,90,,,,,,,,
USER009,2025-06-23 07:32:34.346,28,afternoon,normal,44,,,,,,,,
USER020,2025-07-07 03:50:45.607,-20,morning,normal,898,,,,,,,,
USER006,2025-11-28 16:45:31.260,2,night,normal,974,,,,,,,,
USER011,2025-10-22 18:57:01.302,45,night,normal,300,,,,,,,,
USER001,2025-08-15 11:23:29.692,-49,afternoon,anomalous,245,,,,,,,,
USER001,2025-05-02 06:45:39.523,-5,afternoon,anomalous,307,,,,,,,,
USER008,2025-01-02 07:25:56.067,-24,afternoon,anomalous,423,,,,,,,,
USER008,2025-02-06 13:41:54.541,49,evening,anomalous,761,,,,,,,,
USER013,2025-01-25 07:04:10.152,34,afternoon,anomalous,826,,,,,,,,
USER016,2025-03-15 11:14:32.493,51,afternoon,anomalous,428,,,,,,,,
USER019,2025-04-25 17:04:37.528,13,night,anomalous,551,,,,,,,,
USER001,2025-07-17 22:11:24.357,-18,night,normal,427,,,,,,,,
USER017,2025-07-17 15:38:40.689,-37,evening,anomalous,141,,,,,,,,
USER015,2025-02-27 14:54:19.898,35,evening,normal,471,,,,,,,,
USER008,2025-04-02 14:19:15.900,4,evening,normal,866,,,,,,,,
USER008,2025-07-12 03:22:26.823,26,morning,anomalous,457,,,,,,,,
USER015,2025-02-21 23:25:40.579,8,night,anomalous,959,,,,,,,,
USER008,2025-05-31 23:02:22.614,29,night,normal,51,,,,,,,,
USER004,2025-02-03 22:58:59.521,38,night,anomalous,365,,,,,,,,
USER007,2025-01-13 09:44:00.103,48,afternoon,anomalous,323,,,,,,,,
USER001,2025-02-03 14:58:34.717,-48,evening,normal,516,,,,,,,,
USER003,2025-10-20 09:15:45.425,2,afternoon,anomalous,705,,,,,,,,
USER019,2025-07-10 10:55:13.388,6,afternoon,normal,751,,,,,,,,
USER002,2025-03-23 21:27:27.507,19,night,anomalous,821,,,,,,,,
USER015,2025-03-25 02:37:38.699,53,morning,anomalous,5,,,,,,,,
USER010,2025-12-29 12:40:45.232,-50,evening,normal,742,,,,,,,,
USER016,2025-05-25 21:32:13.420,3,night,normal,653,,,,,,,,
USER011,2025-11-20 23:38:23.338,-15,morning,anomalous,275,,,,,,,,
USER016,2025-05-30 16:01:02.381,-10,evening,normal,117,,,,,,,,
USER008,2025-11-04 09:03:28.676,-9,afternoon,normal,552,,,,,,,,
USER012,2025-07-05 19:51:20.233,-45,night,anomalous,793,,,,,,,,
USER005,2025-06-19 06:51:16.034,6,afternoon,normal,827,,,,,,,,
USER017,2025-01-31 07:33:35.300,18,afternoon,normal,873,,,,,,,,
USER016,2025-04-09 19:49:25.194,25,night,anomalous,298,,,,,,,,
USER005,2025-08-27 15:46:34.110,14,evening,anomalous,262,,,,,,,,
USER010,2025-08-30 15:11:36.984,12,evening,normal,96,,,,,,,,
USER008,2025-03-26 17:46:07.060,58,night,anomalous,473,,,,,,,,
USER001,2025-02-21 20:06:13.455,-5,night,anomalous,476,,,,,,,,
USER008,2025-10-31 12:00:30.036,49,evening,normal,595,,,,,,,,
USER001,2025-05-09 03:37:38.371,-36,morning,normal,673,,,,,,,,
USER016,2025-06-27 12:15:44.122,-45,evening,anomalous,184,,,,,,,,
USER010,2025-12-22 12:30:30.623,-9,evening,anomalous,952,,,,,,,,
USER001,2025-06-24 08:56:51.918,-47,afternoon,normal,480,,,,,,,,
USER014,2025-12-04 00:45:46.907,26,morning,normal,484,,,,,,,,
USER013,2025-10-24 22:34:51.902,19,night,anomalous,795,,,,,,,,
USER006,2025-06-19 14:47:15.347,4,evening,normal,162,,,,,,,,
USER002,2025-12-21 05:16:59.616,19,morning,normal,614,,,,,,,,
USER018,2025-05-26 22:23:40.125,-17,night,normal,252,,,,,,,,
USER008,2025-08-31 01:50:24.138,43,morning,normal,208,,,,,,,,
USER003,2025-01-15 14:02:09.921,-39,evening,normal,525,,,,,,,,
USER015,2025-09-09 15:08:37.788,-36,evening,normal,277,,,,,,,,
USER006,2025-07-26 20:47:25.614,-37,night,anomalous,792,,,,,,,,
USER008,2025-02-16 06:34:00.624,-41,afternoon,normal,801,,,,,,,,
USER011,2025-09-10 05:07:38.562,46,morning,anomalous,284,,,,,,,,
USER015,2025-01-01 10:08:48.187,15,afternoon,anomalous,380,,,,,,,,
USER011,2025-07-03 10:35:07.935,-41,afternoon,anomalous,283,,,,,,,,
USER004,2025-03-03 11:16:04.547,-36,afternoon,anomalous,721,,,,,,,,
USER016,2025-10-09 15:20:49.961,-12,evening,anomalous,401,,,,,,,,
USER019,2025-01-06 14:56:30.048,16,evening,anomalous,183,,,,,,,,
USER009,2025-05-14 15:54:56.778,-45,evening,anomalous,966,,,,,,,,
USER013,2025-02-05 11:07:27.087,-3,afternoon,anomalous,554,,,,,,,,
USER003,2025-12-26 07:23:34.354,-2,afternoon,normal,937,,,,,,,,
USER020,2025-11-08 18:53:30.277,39,night,anomalous,678,,,,,,,,
USER015,2025-11-18 22:21:42.003,-8,night,normal,336,,,,,,,,
USER018,2025-11-10 22:59:23.405,24,night,anomalous,363,,,,,,,,
USER015,2025-02-10 08:08:41.170,12,afternoon,normal,709,,,,,,,,
USER019,2025-03-29 00:48:59.436,-40,morning,anomalous,326,,,,,,,,
USER020,2025-06-28 05:12:07.835,-26,morning,normal,246,,,,,,,,
USER008,2025-02-13 01:46:43.715,22,morning,anomalous,71,,,,,,,,
USER015,2025-07-01 15:45:19.431,58,evening,anomalous,180,,,,,,,,
USER009,2025-07-24 12:10:20.241,28,evening,normal,447,,,,,,,,
USER020,2025-01-04 00:53:48.613,25,morning,anomalous,811,,,,,,,,
USER010,2025-04-26 23:00:38.137,-29,night,anomalous,653,,,,,,,,
USER013,2025-03-09 03:14:23.484,28,morning,anomalous,502,,,,,,,,
USER018,2025-08-05 01:46:38.208,-45,morning,normal,25,,,,,,,,
USER019,2025-07-31 08:00:29.346,-39,afternoon,anomalous,3,,,,,,,,
USER008,2025-04-25 13:27:45.997,56,evening,normal,487,,,,,,,,
USER018,2025-01-18 23:50:23.422,-43,morning,anomalous,112,,,,,,,,
USER007,2025-03-29 17:46:20.821,-39,night,normal,956,,,,,,,,
USER017,2025-05-25 03:06:47.707,-31,morning,anomalous,954,,,,,,,,
USER006,2025-04-24 05:53:45.766,46,morning,anomalous,607,,,,,,,,
USER005,2025-06-13 16:14:17.122,-40,evening,normal,118,,,,,,,,
USER011,2025-05-28 07:05:19.430,18,afternoon,normal,827,,,,,,,,
USER001,2025-08-30 16:23:05.951,-47,evening,normal,324,,,,,,,,
USER003,2025-01-27 16:16:27.829,57,evening,anomalous,323,,,,,,,,
USER015,2025-11-18 22:42:11.025,2,night,normal,770,,,,,,,,
USER017,2025-06-16 20:35:27.407,-35,night,anomalous,582,,,,,,,,
USER011,2025-10-15 01:01:25.290,-3,morning,anomalous,994,,,,,,,,
USER009,2025-04-21 08:59:29.457,-6,afternoon,normal,960,,,,,,,,
USER019,2025-03-15 23:25:28.144,55,night,normal,826,,,,,,,,
USER011,2025-06-26 14:48:35.875,-5,evening,normal,469,,,,,,,,
USER010,2025-07-16 03:06:57.567,-40,morning,normal,217,,,,,,,,
USER012,2025-06-05 13:17:14.349,-23,evening,anomalous,919,,,,,,,,
USER011,2025-04-28 18:26:22.201,9,night,normal,133,,,,,,,,
USER014,2025-01-30 12:20:20.155,41,evening,anomalous,781,,,,,,,,
USER017,2025-02-06 14:16:25.074,-38,evening,anomalous,446,,,,,,,,
USER003,2025-08-08 21:55:07.639,-13,night,anomalous,495,,,,,,,,
USER008,2025-01-16 19:36:23.750,11,night,anomalous,992,,,,,,,,
USER017,2025-03-21 13:08:01.337,15,evening,normal,932,,,,,,,,
USER011,2025-03-21 03:17:50.866,28,morning,normal,310,,,,,,,,
USER010,2025-03-14 17:33:34.445,-19,night,normal,984,,,,,,,,
USER007,2025-12-02 11:03:43.268,3,afternoon,normal,423,,,,,,,,
USER020,2025-04-30 21:56:48.977,-5,night,anomalous,600,,,,,,,,
USER002,2025-10-22 15:15:02.181,-15,evening,normal,985,,,,,,,,
USER018,2025-08-27 18:46:33.947,5,night,anomalous,364,,,,,,,,
USER011,2025-07-27 16:58:09.667,-22,night,anomalous,610,,,,,,,,
USER004,2025-03-26 02:54:03.434,4,morning,normal,604,,,,,,,,
USER001,2025-04-20 15:58:21.974,-46,evening,normal,19,,,,,,,,
USER002,2025-03-06 20:14:57.951,18,night,normal,499,,,,,,,,
USER003,2025-02-22 05:10:20.306,-17,morning,anomalous,379,,,,,,,,
USER018,2025-07-07 06:04:53.705,25,morning,anomalous,110,,,,,,,,
USER009,2025-04-15 23:25:04.207,-14,night,normal,349,,,,,,,,
USER018,2025-04-13 01:15:15.314,6,morning,anomalous,781,,,,,,,,
USER003,2025-10-16 12:45:31.607,2,evening,normal,74,,,,,,,,
USER018,2025-04-18 15:56:40.452,36,evening,normal,297,,,,,,,,
USER013,2025-10-10 07:27:05.458,57,afternoon,normal,101,,,,,,,,
USER010,2025-09-30 03:21:38.443,-39,morning,normal,822,,,,,,,,
USER013,2025-06-14 17:50:25.232,7,night,normal,573,,,,,,,,
USER020,2025-05-28 06:22:38.817,10,morning,normal,563,,,,,,,,
USER019,2025-11-22 07:38:53.898,-18,afternoon,normal,349,,,,,,,,
USER006,2025-07-31 19:50:19.244,33,night,normal,531,,,,,,,,
USER006,2025-08-08 00:00:54.668,29,morning,anomalous,535,,,,,,,,
USER019,2025-09-02 22:54:19.932,24,night,normal,871,,,,,,,,
USER006,2025-01-14 05:23:28.298,-25,morning,anomalous,676,,,,,,,,
USER012,2025-04-18 17:45:18.807,-15,night,normal,719,,,,,,,,
USER009,2025-07-08 13:21:56.695,-44,evening,anomalous,70,,,,,,,,
USER007,2025-12-18 08:55:58.155,46,afternoon,anomalous,657,,,,,,,,
USER004,2025-09-22 00:48:03.810,21,morning,anomalous,413,,,,,,,,
USER012,2025-10-05 02:45:04.291,4,morning,anomalous,707,,,,,,,,
USER014,2025-03-20 05:12:55.901,-38,morning,anomalous,431,,,,,,,,
USER018,2025-01-18 13:04:09.152,30,evening,anomalous,978,,,,,,,,
USER013,2025-07-01 01:05:53.024,-10,morning,normal,258,,,,,,,,
USER018,2025-10-30 13:38:46.564,14,evening,anomalous,308,,,,,,,,
USER017,2025-09-23 11:27:35.040,10,afternoon,anomalous,361,,,,,,,,
USER011,2025-03-10 21:01:06.476,58,night,normal,816,,,,,,,,
USER004,2025-08-22 16:17:41.957,-44,evening,anomalous,203,,,,,,,,
USER012,2025-07-18 06:01:07.511,-14,morning,anomalous,587,,,,,,,,
USER001,2025-01-24 04:56:42.415,-15,morning,normal,211,,,,,,,,
USER011,2025-07-20 10:17:57.966,-47,afternoon,normal,342,,,,,,,,
USER007,2025-12-30 05:07:34.339,42,morning,normal,106,,,,,,,,
USER014,2025-11-13 04:12:22.549,59,morning,anomalous,725,,,,,,,,
USER009,2025-04-06 12:55:02.403,-30,evening,anomalous,829,,,,,,,,
USER010,2025-08-07 10:15:42.873,8,afternoon,anomalous,755,,,,,,,,
USER012,2025-08-12 02:43:57.597,39,morning,normal,379,,,,,,,,
USER015,2025-01-27 16:55:09.118,9,night,normal,320,,,,,,,,
USER014,2025-12-23 18:26:39.507,56,night,anomalous,799,,,,,,,,
USER004,2025-09-16 21:46:02.423,17,night,normal,516,,,,,,,,
USER007,2025-08-17 03:25:59.094,-9,morning,normal,312,,,,,,,,
USER017,2025-05-06 00:02:50.200,-46,morning,normal,614,,,,,,,,
USER004,2025-04-26 05:16:14.801,-19,morning,normal,92,,,,,,,,
USER009,2025-01-30 13:52:40.673,-7,evening,normal,700,,,,,,,,
USER004,2025-04-09 11:46:11.514,31,evening,anomalous,653,,,,,,,,
USER015,2025-07-22 09:32:14.012,45,afternoon,normal,495,,,,,,,,
USER018,2025-09-14 22:42:46.280,-26,night,normal,751,,,,,,,,
USER018,2025-08-09 01:40:18.375,-46,morning,anomalous,907,,,,,,,,
USER009,2025-05-01 04:28:33.793,37,morning,normal,350,,,,,,,,
USER003,2025-09-06 15:34:10.051,-44,evening,normal,296,,,,,,,,
USER017,2025-08-30 19:15:18.793,-40,night,anomalous,756,,,,,,,,
TEST_USER,2025-11-06 21:37:55.149,25,morning,,150,,,,,,,,
USER002,2025-01-09 09:39:42.661,-50,afternoon,normal,767,,,,,,,,
USER014,2025-10-15 09:44:40.954,15,afternoon,anomalous,237,,,,,,,,
USER003,2025-01-26 13:17:41.215,51,evening,anomalous,410,,,,,,,,
USER015,2025-08-23 06:26:10.040,-3,morning,normal,919,,,,,,,,
USER016,2025-12-26 02:44:02.826,-49,morning,anomalous,603,,,,,,,,
USER004,2025-02-13 22:07:33.083,46,night,anomalous,37,,,,,,,,
USER008,2025-02-06 09:30:04.250,-24,afternoon,normal,778,,,,,,,,
USER020,2025-03-26 16:12:46.818,43,evening,normal,721,,,,,,,,
USER003,2025-06-28 16:16:01.659,-47,evening,normal,397,,,,,,,,
USER017,2025-01-06 16:41:49.181,28,night,normal,555,,,,,,,,
USER005,2025-05-29 22:50:59.256,-46,night,anomalous,609,,,,,,,,
USER010,2025-01-28 05:12:38.933,3,morning,normal,548,,,,,,,,
USER006,2025-09-28 01:22:57.513,-23,morning,anomalous,999,,,,,,,,
USER008,2025-10-18 02:41:49.723,37,morning,anomalous,283,,,,,,,,
USER009,2025-11-03 16:37:54.416,-22,night,anomalous,665,,,,,,,,
USER011,2025-03-16 09:09:55.620,24,afternoon,anomalous,465,,,,,,,,
USER017,2025-08-03 20:20:10.178,-35,night,normal,153,,,,,,,,
USER018,2025-04-24 23:45:29.921,-39,morning,normal,995,,,,,,,,
USER020,2025-07-21 15:31:25.614,-46,evening,normal,221,,,,,,,,
USER003,2025-03-06 23:45:36.766,36,morning,anomalous,2,,,,,,,,
USER008,2025-03-14 16:50:17.820,22,night,normal,396,,,,,,,,
USER018,2025-04-06 01:07:15.015,-29,morning,anomalous,765,,,,,,,,
USER016,2025-11-30 19:12:29.641,17,night,anomalous,674,,,,,,,,
USER008,2025-11-10 23:28:29.824,58,night,normal,156,,,,,,,,
USER003,2025-10-20 21:56:17.795,-30,night,anomalous,21,,,,,,,,
USER019,2025-07-31 14:35:14.697,34,evening,normal,412,,,,,,,,
USER010,2025-07-29 17:21:03.643,28,night,normal,616,,,,,,,,
USER003,2025-01-18 07:00:52.346,22,afternoon,anomalous,716,,,,,,,,
USER007,2025-07-07 15:38:42.278,-50,evening,normal,990,,,,,,,,
USER004,2025-01-04 17:47:07.481,13,night,normal,465,,,,,,,,
USER007,2025-08-08 15:13:48.022,21,evening,anomalous,244,,,,,,,,
USER017,2025-08-06 02:48:26.572,24,morning,normal,657,,,,,,,,
USER013,2025-01-26 20:08:24.307,58,night,anomalous,900,,,,,,,,
USER008,2025-06-14 11:07:47.656,-42,afternoon,anomalous,601,,,,,,,,
USER019,2025-06-08 10:58:51.126,-40,afternoon,anomalous,469,,,,,,,,
USER010,2025-12-10 08:50:57.947,-28,afternoon,anomalous,782,,,,,,,,
USER011,2025-08-18 15:39:05.193,-32,evening,normal,764,,,,,,,,
USER004,2025-12-15 00:10:24.222,42,morning,anomalous,478,,,,,,,,
USER010,2025-07-11 23:56:36.967,0,morning,normal,347,,,,,,,,
USER019,2025-11-10 20:09:19.185,12,night,normal,529,,,,,,,,
USER005,2025-08-11 15:52:07.560,-39,evening,normal,257,,,,,,,,
USER014,2025-04-23 12:53:25.760,-39,evening,normal,84,,,,,,,,
USER013,2025-12-04 23:07:37.207,-22,night,anomalous,358,,,,,,,,
USER008,2025-08-24 03:30:56.630,3,morning,anomalous,632,,,,,,,,
USER004,2025-10-24 07:51:27.513,40,afternoon,anomalous,688,,,,,,,,
USER005,2025-08-28 06:04:18.254,49,morning,anomalous,645,,,,,,,,
USER018,2025-10-28 10:14:20.506,-42,afternoon,normal,741,,,,,,,,
USER018,2025-09-28 01:00:28.143,20,morning,anomalous,411,,,,,,,,
USER012,2025-08-23 16:34:54.142,28,night,anomalous,869,,,,,,,,
USER011,2025-02-25 20:47:39.251,25,night,normal,638,,,,,,,,
USER010,2025-05-07 01:45:15.389,58,morning,anomalous,321,,,,,,,,
USER015,2025-02-03 03:12:04.682,-46,morning,normal,564,,,,,,,,
USER005,2025-04-13 07:41:46.725,15,afternoon,anomalous,666,,,,,,,,
USER005,2025-02-11 13:44:11.150,-27,evening,anomalous,658,,,,,,,,
USER019,2025-11-13 22:18:34.871,-48,night,normal,409,,,,,,,,
USER019,2025-01-21 14:06:04.835,-46,evening,anomalous,600,,,,,,,,
USER002,2025-11-06 07:11:51.876,24,afternoon,anomalous,610,,,,,,,,
USER020,2025-07-04 12:08:07.879,58,evening,normal,592,,,,,,,,
USER001,2025-11-29 02:04:00.563,-31,morning,normal,648,,,,,,,,
USER016,2025-01-16 17:15:39.588,7,night,anomalous,14,,,,,,,,
USER019,2025-02-13 21:47:13.853,54,night,anomalous,131,,,,,,,,
USER019,2025-10-12 01:48:17.600,-35,morning,normal,541,,,,,,,,
USER017,2025-12-26 03:46:36.244,10,morning,normal,287,,,,,,,,
USER001,2025-02-21 17:08:55.161,8,night,normal,375,,,,,,,,
USER018,2025-08-27 02:07:26.026,53,morning,anomalous,183,,,,,,,,
USER013,2025-11-24 02:24:17.931,-6,morning,anomalous,95,,,,,,,,
USER002,2025-08-26 01:32:17.721,11,morning,normal,667,,,,,,,,
USER018,2025-04-05 18:12:59.886,-19,night,normal,122,,,,,,,,
USER001,2025-10-09 21:18:29.258,-46,night,normal,740,,,,,,,,
USER017,2025-01-19 18:58:58.416,-15,night,normal,100,,,,,,,,
USER018,2025-07-20 06:57:35.945,-38,afternoon,normal,471,,,,,,,,
USER019,2025-07-09 17:36:06.725,28,night,normal,645,,,,,,,,
USER002,2025-11-29 05:08:36.970,4,morning,normal,705,,,,,,,,
USER006,2025-09-14 12:49:46.291,-27,evening,normal,127,,,,,,,,
USER015,2025-12-26 04:13:06.160,47,morning,anomalous,706,,,,,,,,
USER006,2025-04-17 10:21:41.958,41,afternoon,anomalous,191,,,,,,,,
USER004,2025-09-06 04:45:58.325,-45,morning,anomalous,233,,,,,,,,
USER018,2025-09-24 11:24:19.372,-16,afternoon,normal,612,,,,,,,,
USER004,2025-07-10 08:47:25.086,59,afternoon,normal,192,,,,,,,,
USER018,2025-10-26 22:26:31.128,-47,night,normal,688,,,,,,,,
USER013,2025-08-01 08:06:24.489,49,afternoon,normal,455,,,,,,,,
USER017,2025-05-19 04:42:02.519,-1,morning,anomalous,956,,,,,,,,
USER013,2025-05-14 19:42:04.533,-12,night,anomalous,891,,,,,,,,
USER019,2025-06-12 07:24:53.370,-45,afternoon,normal,80,,,,,,,,
USER018,2025-10-03 23:02:38.478,-22,night,anomalous,217,,,,,,,,
USER006,2025-12-03 06:32:47.364,-33,afternoon,anomalous,275,,,,,,,,
USER012,2025-01-10 21:24:49.398,50,night,anomalous,639,,,,,,,,
USER003,2025-02-22 17:33:03.696,53,night,normal,649,,,,,,,,
USER005,2025-12-28 06:51:24.316,55,afternoon,anomalous,801,,,,,,,,
USER016,2025-01-19 11:32:37.237,-31,evening,normal,841,,,,,,,,
USER007,2025-06-07 09:53:40.458,53,afternoon,normal,750,,,,,,,,
USER001,2025-09-03 06:59:05.401,46,afternoon,normal,916,,,,,,,,
USER015,2025-10-24 08:53:30.648,-50,afternoon,normal,800,,,,,,,,
USER014,2025-04-20 11:23:01.931,23,afternoon,normal,850,,,,,,,,
USER013,2025-01-05 14:26:22.942,18,evening,anomalous,731,,,,,,,,
USER002,2025-08-23 03:58:15.444,-45,morning,anomalous,856,,,,,,,,
USER008,2025-09-03 12:43:35.043,22,evening,anomalous,667,,,,,,,,
USER013,2025-02-08 09:36:20.968,-44,afternoon,normal,290,,,,,,,,
USER004,2025-04-02 14:55:16.231,-37,evening,normal,858,,,,,,,,
USER003,2025-10-03 00:18:14.077,-26,morning,normal,394,,,,,,,,
USER011,2025-03-26 16:01:36.497,28,evening,anomalous,998,,,,,,,,
USER017,2025-08-17 15:14:18.792,58,evening,anomalous,305,,,,,,,,
USER004,2025-06-21 16:21:05.190,49,evening,normal,35,,,,,,,,
USER013,2025-02-28 23:52:41.967,-35,morning,normal,651,,,,,,,,
USER006,2025-07-27 09:14:01.249,-4,afternoon,normal,256,,,,,,,,
USER013,2025-08-30 18:57:15.625,42,night,normal,836,,,,,,,,
USER006,2025-02-17 03:12:16.034,-45,morning,normal,683,,,,,,,,
USER003,2025-08-29 22:42:28.924,53,night,normal,285,,,,,,,,
USER011,2025-05-02 09:05:06.940,49,afternoon,anomalous,811,,,,,,,,
USER003,2025-01-24 18:39:14.602,23,night,normal,356,,,,,,,,
USER008,2025-06-07 08:39:01.891,6,afternoon,normal,15,,,,,,,,
USER001,2025-09-09 13:41:17.688,42,evening,normal,662,,,,,,,,
USER016,2025-07-09 07:50:54.047,-9,afternoon,anomalous,103,,,,,,,,
USER013,2025-08-19 12:30:32.727,56,evening,anomalous,469,,,,,,,,
USER005,2025-10-13 22:57:51.617,-29,night,normal,842,,,,,,,,
USER012,2025-05-29 00:35:32.554,43,morning,anomalous,927,,,,,,,,
USER007,2025-07-13 19:54:36.239,59,night,anomalous,497,,,,,,,,
USER005,2025-02-12 23:38:52.983,-24,morning,anomalous,155,,,,,,,,
USER008,2025-02-15 01:01:45.757,52,morning,anomalous,458,,,,,,,,
USER003,2025-04-12 16:29:18.405,-24,evening,anomalous,747,,,,,,,,
USER012,2025-06-08 18:14:53.586,-42,night,normal,271,,,,,,,,
USER019,2025-12-25 14:00:25.221,57,evening,normal,134,,,,,,,,
USER001,2025-10-22 08:19:47.301,24,afternoon,normal,989,,,,,,,,
USER013,2025-08-21 20:35:38.150,9,night,normal,480,,,,,,,,
USER002,2025-06-09 12:01:11.402,-11,evening,normal,583,,,,,,,,
USER014,2025-08-13 05:55:15.168,-39,morning,anomalous,804,,,,,,,,
USER013,2025-09-14 23:17:35.244,35,night,anomalous,16,,,,,,,,
USER009,2025-12-12 14:53:16.180,-20,evening,anomalous,290,,,,,,,,
USER013,2025-06-22 05:20:21.034,-23,morning,normal,210,,,,,,,,
USER019,2025-01-22 06:21:38.441,-20,morning,normal,990,,,,,,,,
USER017,2025-03-11 14:18:08.314,-2,evening,normal,660,,,,,,,,
USER008,2025-07-17 05:47:43.411,-15,morning,anomalous,396,,,,,,,,
USER005,2025-11-06 11:49:46.114,16,evening,normal,310,,,,,,,,
USER019,2025-06-11 08:54:09.375,-32,afternoon,normal,118,,,,,,,,
USER002,2025-10-24 10:24:49.877,45,afternoon,normal,27,,,,,,,,
USER005,2025-06-16 13:46:29.861,24,evening,normal,554,,,,,,,,
USER003,2025-06-24 13:00:11.750,0,evening,anomalous,357,,,,,,,,
USER005,2025-11-30 20:44:47.909,52,night,anomalous,571,,,,,,,,
USER018,2025-05-04 10:30:46.135,49,afternoon,anomalous,332,,,,,,,,
USER020,2025-10-05 23:11:39.217,59,night,normal,24,,,,,,,,
USER014,2025-08-24 17:32:14.075,23,night,anomalous,243,,,,,,,,
USER013,2025-05-15 16:35:55.647,53,night,anomalous,351,,,,,,,,
USER010,2025-05-29 04:14:57.074,42,morning,anomalous,275,,,,,,,,
USER001,2025-03-18 08:18:09.047,-2,afternoon,anomalous,913,,,,,,,,
