user_id,timestamp,temperature,time_of_the_day,behaviour,frequency_crossing,weather_conditions,day_of_week,anomalous_probability,anomaly_reason,behavior,feature_count,normal_probability,prediction_confidence,prediction_timestamp,used_user_model
USER010,2025-01-28 05:12:38.933,3,morning,normal,548,sunny,4,,,,,,,,
USER014,2025-08-13 05:55:15.168,-39,morning,anomalous,804,sunny,0,,,,,,,,
USER015,2025-07-05 22:51:36.482,22,night,anomalous,469,snowy,3,,,,,,,,
USER012,2025-06-03 09:15:20.613,-14,afternoon,normal,34,sunny,4,,,,,,,,
USER001,2025-08-12 23:07:16.932,57,night,normal,355,cloudy,6,,,,,,,,
USER019,2025-12-25 14:00:25.221,57,evening,normal,134,snowy,1,,,,,,,,
USER006,2025-12-02 15:43:15.025,28,evening,anomalous,829,cloudy,5,,,,,,,,
USER003,2025-08-29 22:42:28.924,53,night,normal,285,cloudy,5,,,,,,,,
USER020,2025-08-15 11:57:40.382,12,evening,anomalous,129,snowy,1,,,,,,,,
USER001,2025-09-03 06:59:05.401,46,afternoon,normal,916,rainy,3,,,,,,,,
USER020,2025-09-06 19:15:03.134,5,night,anomalous,201,sunny,3,,,,,,,,
USER011,2025-07-03 10:35:07.935,-41,afternoon,anomalous,283,snowy,6,,,,,,,,
USER011,2025-08-15 21:19:02.930,-12,night,normal,746,sunny,4,,,,,,,,
USER010,2025-04-26 23:00:38.137,-29,night,anomalous,653,cloudy,4,,,,,,,,
USER015,2025-08-03 17:43:42.091,-7,night,anomalous,321,sunny,4,,,,,,,,
USER013,2025-08-21 20:35:38.150,9,night,normal,480,sunny,5,,,,,,,,
USER015,2025-04-14 09:32:03.031,-24,afternoon,anomalous,743,cloudy,5,,,,,,,,
USER013,2025-08-19 12:30:32.727,56,evening,anomalous,469,rainy,6,,,,,,,,
USER019,2025-01-02 06:57:05.015,-37,afternoon,anomalous,276,sunny,3,,,,,,,,
USER018,2025-05-04 10:30:46.135,49,afternoon,anomalous,332,snowy,3,,,,,,,,
USER020,2025-02-03 14:56:43.372,4,evening,anomalous,227,snowy,0,,,,,,,,
USER019,2025-10-08 18:19:38.960,35,night,normal,218,cloudy,5,,,,,,,,
USER016,2025-01-16 17:15:39.588,7,night,anomalous,14,rainy,0,,,,,,,,
USER018,2025-03-14 12:39:55.308,53,evening,normal,905,cloudy,4,,,,,,,,
USER001,2025-02-05 23:42:01.949,18,morning,normal,79,rainy,4,,,,,,,,
USER005,2025-11-03 13:07:38.306,-17,evening,normal,994,cloudy,4,,,,,,,,
USER005,2025-10-02 04:35:04.939,-20,morning,anomalous,8,cloudy,0,,,,,,,,
USER020,2025-01-29 14:44:14.640,9,evening,anomalous,835,rainy,0,,,,,,,,
USER002,2025-06-17 08:15:56.850,-21,afternoon,normal,996,snowy,5,,,,,,,,
USER010,2025-08-27 10:22:58.566,24,afternoon,anomalous,636,cloudy,4,,,,,,,,
USER016,2025-06-29 06:13:09.387,35,morning,anomalous,86,sunny,6,,,,,,,,
USER015,2025-04-02 22:33:39.700,-26,night,anomalous,336,sunny,6,,,,,,,,
USER006,2025-04-24 05:53:45.766,46,morning,anomalous,607,cloudy,4,,,,,,,,
USER001,2025-05-01 01:39:30.897,25,morning,anomalous,734,snowy,0,,,,,,,,
USER011,2025-06-26 14:48:35.875,-5,evening,normal,469,sunny,6,,,,,,,,
USER007,2025-04-05 12:24:51.262,-42,evening,normal,103,snowy,0,,,,,,,,
USER014,2025-08-24 17:32:14.075,23,night,anomalous,243,rainy,3,,,,,,,,
USER002,2025-12-29 04:47:52.373,-46,morning,anomalous,934,snowy,1,,,,,,,,
USER006,2025-11-21 09:02:11.972,-19,afternoon,normal,627,sunny,4,,,,,,,,
USER004,2025-07-28 05:49:12.606,-25,morning,anomalous,25,sunny,1,,,,,,,,
USER008,2025-09-03 12:43:35.043,22,evening,anomalous,667,cloudy,4,,,,,,,,
USER010,2025-11-25 09:11:51.148,-2,afternoon,anomalous,953,sunny,5,,,,,,,,
USER014,2025-05-10 08:54:15.821,-3,afternoon,anomalous,26,snowy,0,,,,,,,,
USER009,2025-04-06 12:55:02.403,-30,evening,anomalous,829,rainy,4,,,,,,,,
USER004,2025-10-31 17:05:57.758,-20,night,normal,30,rainy,6,,,,,,,,
USER020,2025-04-26 09:56:16.071,11,afternoon,normal,281,snowy,3,,,,,,,,
USER015,2025-02-11 09:02:27.031,-24,afternoon,anomalous,582,rainy,5,,,,,,,,
USER019,2025-09-06 09:47:53.075,-10,afternoon,normal,698,snowy,4,,,,,,,,
USER017,2025-07-17 15:38:40.689,-37,evening,anomalous,141,snowy,5,,,,,,,,
USER014,2025-04-15 01:48:56.959,-12,morning,anomalous,130,snowy,2,,,,,,,,
USER019,2025-10-12 01:48:17.600,-35,morning,normal,541,rainy,1,,,,,,,,
USER006,2025-07-19 19:37:00.088,6,night,normal,316,snowy,3,,,,,,,,
USER008,2025-12-10 13:12:33.054,38,evening,anomalous,198,sunny,4,,,,,,,,
USER012,2025-08-28 06:27:14.229,-8,morning,normal,210,sunny,5,,,,,,,,
USER006,2025-01-25 13:56:30.486,-46,evening,normal,219,sunny,1,,,,,,,,
USER001,2025-01-22 19:20:43.120,24,night,normal,391,snowy,3,,,,,,,,
USER016,2025-03-03 01:14:15.179,-10,morning,anomalous,525,snowy,5,,,,,,,,
USER003,2025-06-04 20:31:09.428,-5,night,normal,50,rainy,3,,,,,,,,
USER001,2025-05-21 07:35:03.523,47,afternoon,anomalous,766,sunny,3,,,,,,,,
USER004,2025-09-16 21:46:02.423,17,night,normal,516,cloudy,1,,,,,,,,
USER001,2025-02-21 17:08:55.161,8,night,normal,375,cloudy,2,,,,,,,,
USER016,2025-08-28 03:34:58.739,14,morning,anomalous,302,rainy,0,,,,,,,,
USER015,2025-11-27 10:03:45.121,44,afternoon,normal,321,cloudy,4,,,,,,,,
USER008,2025-05-31 23:02:22.614,29,night,normal,51,sunny,4,,,,,,,,
USER010,2025-08-17 22:06:18.201,34,night,anomalous,923,snowy,4,,,,,,,,
USER002,2025-11-28 02:10:49.515,-6,morning,normal,608,rainy,0,,,,,,,,
USER008,2025-03-14 16:50:17.820,22,night,normal,396,snowy,0,,,,,,,,
USER005,2025-08-28 06:04:18.254,49,morning,anomalous,645,snowy,5,,,,,,,,
USER005,2025-06-12 17:34:05.022,41,night,normal,495,snowy,4,,,,,,,,
USER019,2025-03-15 23:25:28.144,55,night,normal,826,rainy,3,,,,,,,,
USER009,2025-08-29 03:42:29.583,-5,morning,anomalous,848,sunny,6,,,,,,,,
USER015,2025-11-18 22:21:42.003,-8,night,normal,336,cloudy,0,,,,,,,,
USER018,2025-03-30 14:27:30.125,47,evening,normal,175,snowy,6,,,,,,,,
USER006,2025-07-31 19:50:19.244,33,night,normal,531,rainy,0,,,,,,,,
USER005,2025-05-29 22:50:59.256,-46,night,anomalous,609,cloudy,5,,,,,,,,
USER003,2025-02-27 09:59:05.715,-48,afternoon,normal,904,snowy,5,,,,,,,,
USER008,2025-02-15 01:01:45.757,52,morning,anomalous,458,snowy,1,,,,,,,,
USER005,2025-05-19 07:46:07.143,-44,afternoon,anomalous,539,sunny,6,,,,,,,,
USER001,2025-03-14 03:08:08.706,-44,morning,normal,358,sunny,3,,,,,,,,
USER002,2025-06-14 23:59:55.792,-2,morning,normal,89,snowy,1,,,,,,,,
USER015,2025-02-03 10:32:20.921,-14,afternoon,normal,960,snowy,0,,,,,,,,
USER007,2025-10-04 05:39:16.029,18,morning,anomalous,709,cloudy,6,,,,,,,,
USER001,2025-07-02 16:28:01.432,57,evening,anomalous,953,rainy,1,,,,,,,,
USER015,2025-11-21 16:33:18.162,-43,night,normal,301,snowy,3,,,,,,,,
USER016,2025-09-16 00:44:27.991,32,morning,normal,342,rainy,4,,,,,,,,
USER018,2025-03-13 13:55:36.636,-4,evening,anomalous,115,sunny,2,,,,,,,,
USER003,2025-12-26 07:23:34.354,-2,afternoon,normal,937,rainy,2,,,,,,,,
USER003,2025-01-11 23:03:19.791,-17,night,normal,980,snowy,0,,,,,,,,
USER007,2025-07-18 14:27:06.855,1,evening,anomalous,188,rainy,1,,,,,,,,
USER003,2025-10-24 20:46:28.946,-8,night,anomalous,273,sunny,2,,,,,,,,
USER016,2025-04-09 19:49:25.194,25,night,anomalous,298,sunny,6,,,,,,,,
USER018,2025-01-11 11:03:28.969,53,afternoon,normal,374,sunny,3,,,,,,,,
USER018,2025-08-09 01:40:18.375,-46,morning,anomalous,907,rainy,6,,,,,,,,
USER014,2025-04-03 21:21:54.083,-35,night,normal,380,snowy,5,,,,,,,,
USER012,2025-09-09 03:32:34.553,-34,morning,anomalous,717,snowy,4,,,,,,,,
USER005,2025-02-01 17:20:26.707,-9,night,anomalous,819,cloudy,3,,,,,,,,
USER001,2025-11-30 21:44:47.115,0,night,anomalous,731,snowy,5,,,,,,,,
USER020,2025-03-13 22:23:47.770,27,night,normal,507,sunny,6,,,,,,,,
USER008,2025-07-17 05:47:43.411,-15,morning,anomalous,396,snowy,2,,,,,,,,
USER006,2025-02-02 21:44:30.271,-4,night,anomalous,628,sunny,6,,,,,,,,
USER014,2025-01-02 04:18:20.323,25,morning,normal,171,rainy,5,,,,,,,,
USER020,2025-03-26 16:12:46.818,43,evening,normal,721,rainy,1,,,,,,,,
USER002,2025-09-20 13:28:40.457,13,evening,anomalous,140,cloudy,4,,,,,,,,
USER011,2025-09-05 14:59:21.823,-4,evening,normal,922,snowy,1,,,,,,,,
USER018,2025-12-30 01:54:08.017,25,morning,anomalous,124,rainy,0,,,,,,,,
USER009,2025-05-01 04:28:33.793,37,morning,normal,350,sunny,1,,,,,,,,
USER004,2025-04-09 11:46:11.514,31,evening,anomalous,653,rainy,0,,,,,,,,
USER010,2025-01-27 08:32:13.074,16,afternoon,anomalous,814,sunny,3,,,,,,,,
USER005,2025-02-12 23:38:52.983,-24,morning,anomalous,155,cloudy,6,,,,,,,,
USER002,2025-03-09 18:43:51.617,-13,night,normal,450,rainy,3,,,,,,,,
USER016,2025-11-19 07:13:27.549,15,afternoon,normal,216,snowy,2,,,,,,,,
USER005,2025-06-13 16:14:17.122,-40,evening,normal,118,cloudy,1,,,,,,,,
USER009,2025-11-13 10:48:08.384,-25,afternoon,anomalous,202,sunny,6,,,,,,,,
USER018,2025-04-16 09:43:02.059,35,afternoon,anomalous,115,snowy,1,,,,,,,,
USER017,2025-08-17 15:14:18.792,58,evening,anomalous,305,rainy,5,,,,,,,,
USER008,2025-12-27 11:06:14.015,3,afternoon,anomalous,561,cloudy,4,,,,,,,,
USER019,2025-09-22 11:59:10.045,-35,evening,anomalous,183,snowy,4,,,,,,,,
USER007,2025-01-05 03:54:45.117,53,morning,normal,648,rainy,0,,,,,,,,
USER003,2025-09-09 13:45:10.400,-3,evening,anomalous,720,cloudy,0,,,,,,,,
USER017,2025-06-16 20:35:27.407,-35,night,anomalous,582,snowy,4,,,,,,,,
USER015,2025-05-17 05:23:52.514,53,morning,anomalous,236,sunny,1,,,,,,,,
USER006,2025-12-29 07:41:15.027,-1,afternoon,normal,525,sunny,4,0.11476340144872665,,normal,10.0,0.8852366209030151,0.8852366209030151,2025-11-07 03:40:10.450,True
USER018,2025-04-12 05:18:21.107,-41,morning,normal,685,rainy,5,,,,,,,,
USER019,2025-12-27 01:29:14.220,-23,morning,anomalous,365,cloudy,1,,,,,,,,
USER005,2025-10-15 22:32:32.363,9,night,normal,108,rainy,1,,,,,,,,
USER011,2025-07-06 09:36:19.895,4,afternoon,anomalous,150,cloudy,0,,,,,,,,
USER016,2025-02-03 10:04:44.809,19,afternoon,anomalous,700,sunny,1,,,,,,,,
USER020,2025-07-28 17:43:39.016,-14,night,normal,244,sunny,2,,,,,,,,
USER002,2025-08-26 01:32:17.721,11,morning,normal,667,snowy,4,,,,,,,,
USER018,2025-08-05 01:46:38.208,-45,morning,normal,25,cloudy,2,,,,,,,,
USER002,2025-11-28 14:34:04.265,-19,evening,anomalous,523,rainy,4,,,,,,,,
USER006,2025-08-07 07:35:48.784,-21,afternoon,normal,557,rainy,3,,,,,,,,
USER012,2025-03-09 13:25:26.531,47,evening,anomalous,780,snowy,0,,,,,,,,
USER017,2025-03-22 08:49:41.242,45,afternoon,normal,734,sunny,0,,,,,,,,
USER019,2025-03-11 17:46:19.109,55,night,normal,404,snowy,4,,,,,,,,
USER018,2025-04-06 01:07:15.015,-29,morning,anomalous,765,sunny,3,,,,,,,,
USER019,2025-09-02 22:54:19.932,24,night,normal,871,sunny,1,,,,,,,,
USER018,2025-04-13 01:15:15.314,6,morning,anomalous,781,sunny,3,,,,,,,,
USER001,2025-08-30 16:23:05.951,-47,evening,normal,324,cloudy,2,,,,,,,,
USER003,2025-09-08 15:56:17.459,-20,evening,normal,251,cloudy,3,,,,,,,,
USER003,2025-05-14 19:47:00.274,-27,night,anomalous,415,sunny,5,,,,,,,,
USER012,2025-07-18 06:01:07.511,-14,morning,anomalous,587,cloudy,4,,,,,,,,
USER009,2025-04-10 09:53:04.841,46,afternoon,anomalous,742,snowy,0,,,,,,,,
USER016,2025-09-27 05:58:21.969,-25,morning,anomalous,3,sunny,2,,,,,,,,
USER015,2025-01-27 16:55:09.118,9,night,normal,320,cloudy,2,,,,,,,,
USER004,2025-11-24 01:45:57.518,22,morning,anomalous,109,snowy,5,,,,,,,,
USER008,2025-10-18 02:41:49.723,37,morning,anomalous,283,rainy,1,,,,,,,,
USER007,2025-06-07 09:53:40.458,53,afternoon,normal,750,rainy,2,,,,,,,,
USER005,2025-10-02 08:06:10.283,-1,afternoon,normal,969,rainy,0,,,,,,,,
USER019,2025-07-20 08:17:27.471,58,afternoon,normal,177,rainy,3,,,,,,,,
USER006,2025-03-20 03:38:17.466,-15,morning,anomalous,654,snowy,0,,,,,,,,
USER012,2025-06-02 12:25:19.667,43,evening,anomalous,481,sunny,6,,,,,,,,
USER018,2025-05-26 22:23:40.125,-17,night,normal,252,sunny,0,,,,,,,,
USER005,2025-10-13 00:16:52.985,-18,morning,anomalous,242,snowy,0,,,,,,,,
USER008,2025-01-16 19:36:23.750,11,night,anomalous,992,cloudy,2,,,,,,,,
USER017,2025-02-11 10:31:26.410,42,afternoon,normal,823,rainy,5,,,,,,,,
USER012,2025-05-04 22:49:06.185,-41,night,normal,187,rainy,1,,,,,,,,
USER002,2025-09-03 17:29:03.931,-42,night,normal,515,snowy,0,,,,,,,,
USER014,2025-12-04 00:45:46.907,26,morning,normal,484,sunny,0,,,,,,,,
USER005,2025-11-06 11:49:46.114,16,evening,normal,310,snowy,3,,,,,,,,
USER020,2025-07-07 03:50:45.607,-20,morning,normal,898,cloudy,5,,,,,,,,
USER020,2025-09-06 02:43:21.635,7,morning,normal,742,sunny,6,,,,,,,,
USER017,2025-11-25 08:17:41.960,52,afternoon,normal,843,sunny,4,,,,,,,,
USER008,2025-09-26 00:05:38.033,56,morning,normal,246,snowy,4,,,,,,,,
USER014,2025-02-23 19:30:26.026,23,night,anomalous,96,snowy,3,,,,,,,,
USER013,2025-07-01 01:05:53.024,-10,morning,normal,258,snowy,3,,,,,,,,
USER005,2025-08-27 15:46:34.110,14,evening,anomalous,262,rainy,4,,,,,,,,
USER020,2025-06-28 05:12:07.835,-26,morning,normal,246,cloudy,2,,,,,,,,
USER014,2025-07-18 10:02:21.530,35,afternoon,normal,809,rainy,4,,,,,,,,
USER011,2025-01-29 22:25:47.125,36,night,anomalous,694,rainy,2,,,,,,,,
USER017,2025-02-10 18:52:44.607,10,night,normal,980,rainy,5,,,,,,,,
USER015,2025-09-09 07:17:00.263,-3,afternoon,normal,206,rainy,5,,,,,,,,
USER006,2025-11-28 16:45:31.260,2,night,normal,974,snowy,6,,,,,,,,
USER009,2025-04-15 23:25:04.207,-14,night,normal,349,sunny,2,,,,,,,,
USER003,2025-10-20 21:56:17.795,-30,night,anomalous,21,sunny,2,,,,,,,,
USER018,2025-09-24 08:13:25.591,-38,afternoon,anomalous,651,rainy,3,,,,,,,,
USER007,2025-10-06 13:43:14.312,53,evening,anomalous,424,rainy,5,,,,,,,,
USER017,2025-02-26 09:52:26.935,17,afternoon,normal,329,cloudy,3,,,,,,,,
USER018,2025-09-14 22:42:46.280,-26,night,normal,751,snowy,1,,,,,,,,
USER006,2025-11-15 17:55:03.796,43,night,normal,542,snowy,6,,,,,,,,
USER020,2025-02-02 22:18:19.208,56,night,anomalous,928,cloudy,1,,,,,,,,
USER012,2025-04-18 17:45:18.807,-15,night,normal,719,snowy,4,,,,,,,,
USER013,2025-02-25 20:08:04.019,20,night,anomalous,859,cloudy,5,,,,,,,,
USER008,2025-08-24 03:30:56.630,3,morning,anomalous,632,sunny,3,,,,,,,,
USER019,2025-02-18 20:14:13.553,-46,night,anomalous,219,rainy,6,,,,,,,,
USER015,2025-12-26 04:13:06.160,47,morning,anomalous,706,rainy,5,,,,,,,,
USER004,2025-11-06 12:24:40.540,-23,evening,anomalous,439,snowy,1,,,,,,,,
USER002,2025-03-06 20:14:57.951,18,night,normal,499,rainy,1,,,,,,,,
USER011,2025-11-20 23:38:23.338,-15,morning,anomalous,275,sunny,3,,,,,,,,
USER008,2025-02-13 01:46:43.715,22,morning,anomalous,71,cloudy,1,,,,,,,,
USER007,2025-12-14 15:55:32.315,1,evening,anomalous,26,rainy,4,,,,,,,,
USER014,2025-03-29 06:00:17.533,2,morning,normal,3,rainy,3,,,,,,,,
USER004,2025-09-22 00:48:03.810,21,morning,anomalous,413,snowy,1,,,,,,,,
USER014,2025-08-16 18:37:44.361,-3,night,normal,607,rainy,2,,,,,,,,
USER017,2025-06-02 03:36:56.558,-50,morning,anomalous,348,sunny,4,,,,,,,,
USER020,2025-02-12 15:36:21.588,49,evening,normal,948,sunny,1,,,,,,,,
USER008,2025-01-20 04:36:43.589,31,morning,normal,868,rainy,0,,,,,,,,
USER002,2025-08-05 04:50:25.914,6,morning,anomalous,512,snowy,5,,,,,,,,
USER004,2025-09-06 23:57:30.179,42,morning,anomalous,970,sunny,0,,,,,,,,
USER007,2025-03-22 13:41:34.695,44,evening,normal,985,snowy,4,,,,,,,,
USER008,2025-06-14 22:54:51.818,19,night,normal,304,rainy,4,,,,,,,,
USER011,2025-05-19 15:36:32.160,-21,evening,anomalous,32,sunny,4,,,,,,,,
USER002,2025-07-30 08:44:37.470,-28,afternoon,normal,113,cloudy,6,,,,,,,,
USER017,2025-08-30 19:15:18.793,-40,night,anomalous,756,sunny,2,,,,,,,,
USER007,2025-07-07 15:38:42.278,-50,evening,normal,990,sunny,5,,,,,,,,
USER012,2025-02-19 04:45:16.815,24,morning,normal,144,rainy,4,,,,,,,,
USER019,2025-06-20 20:10:14.991,-2,night,anomalous,241,snowy,1,,,,,,,,
USER008,2025-11-10 23:28:29.824,58,night,normal,156,snowy,3,,,,,,,,
USER012,2025-06-30 12:16:19.264,4,evening,anomalous,268,rainy,6,,,,,,,,
USER013,2025-04-20 15:33:21.589,-31,evening,anomalous,666,sunny,6,,,,,,,,
USER020,2025-12-02 11:20:45.867,53,afternoon,anomalous,158,snowy,4,,,,,,,,
USER017,2025-05-06 00:02:50.200,-46,morning,normal,614,rainy,6,,,,,,,,
USER013,2025-01-05 14:26:22.942,18,evening,anomalous,731,rainy,3,,,,,,,,
USER006,2025-02-13 22:36:13.771,39,night,normal,109,snowy,4,,,,,,,,
USER004,2025-04-19 19:49:00.718,43,night,anomalous,296,snowy,5,,,,,,,,
USER008,2025-04-05 05:40:42.025,-21,morning,normal,158,snowy,2,,,,,,,,
USER020,2025-07-21 15:31:25.614,-46,evening,normal,221,cloudy,6,,,,,,,,
USER001,2025-11-02 00:20:51.714,-4,morning,normal,738,snowy,6,,,,,,,,
USER008,2025-10-24 11:40:10.939,24,evening,normal,740,sunny,5,,,,,,,,
USER016,2025-04-03 08:14:10.012,-42,afternoon,normal,154,rainy,0,,,,,,,,
USER017,2025-06-05 16:08:06.176,25,evening,anomalous,860,cloudy,5,,,,,,,,
USER006,2025-09-12 12:33:41.593,-46,evening,normal,985,snowy,0,,,,,,,,
USER013,2025-02-06 16:36:40.602,31,night,anomalous,834,sunny,4,,,,,,,,
USER008,2025-06-07 08:39:01.891,6,afternoon,normal,15,rainy,6,,,,,,,,
USER006,2025-10-12 08:21:21.291,58,afternoon,normal,124,rainy,5,,,,,,,,
USER005,2025-06-26 17:36:11.269,-17,night,normal,650,sunny,2,,,,,,,,
USER019,2025-07-31 08:00:29.346,-39,afternoon,anomalous,3,rainy,2,,,,,,,,
USER008,2025-08-27 00:22:03.056,8,morning,normal,806,rainy,3,,,,,,,,
USER002,2025-07-11 17:57:20.340,3,night,normal,518,cloudy,3,,,,,,,,
USER008,2025-05-08 07:41:34.312,53,afternoon,normal,172,rainy,0,,,,,,,,
USER008,2025-08-04 18:54:51.749,-19,night,anomalous,616,snowy,0,,,,,,,,
USER018,2025-05-18 12:00:58.113,-41,evening,normal,655,sunny,4,,,,,,,,
USER020,2025-04-19 14:58:29.824,32,evening,anomalous,568,cloudy,0,,,,,,,,
USER002,2025-10-22 15:15:02.181,-15,evening,normal,985,rainy,0,,,,,,,,
USER005,2025-03-09 15:25:16.307,6,evening,normal,214,snowy,5,,,,,,,,
USER016,2025-11-07 09:33:32.832,32,afternoon,normal,32,snowy,5,,,,,,,,
USER002,2025-01-25 20:22:49.778,39,night,anomalous,80,sunny,0,,,,,,,,
USER004,2025-03-03 11:16:04.547,-36,afternoon,anomalous,721,rainy,6,,,,,,,,
USER020,2025-11-13 07:31:26.222,52,afternoon,anomalous,188,cloudy,5,,,,,,,,
USER002,2025-03-23 21:27:27.507,19,night,anomalous,821,cloudy,3,,,,,,,,
USER008,2025-05-12 15:19:45.636,47,evening,normal,242,rainy,4,,,,,,,,
USER004,2025-03-26 02:54:03.434,4,morning,normal,604,snowy,6,,,,,,,,
USER019,2025-06-13 08:32:22.165,-18,afternoon,anomalous,458,rainy,0,,,,,,,,
USER020,2025-05-28 06:22:38.817,10,morning,normal,563,snowy,1,,,,,,,,
USER005,2025-10-21 03:48:11.228,3,morning,normal,284,sunny,1,,,,,,,,
USER016,2025-05-16 08:45:00.810,-3,afternoon,anomalous,240,cloudy,1,,,,,,,,
USER010,2025-12-01 12:04:36.173,-12,evening,anomalous,481,rainy,2,,,,,,,,
USER004,2025-04-19 03:10:51.467,-30,morning,normal,29,sunny,4,,,,,,,,
USER018,2025-07-22 19:32:42.071,57,night,anomalous,674,sunny,4,,,,,,,,
USER003,2025-02-22 17:33:03.696,53,night,normal,649,sunny,1,,,,,,,,
USER003,2025-05-01 05:13:54.127,-29,morning,normal,186,rainy,0,,,,,,,,
USER016,2025-01-19 11:32:37.237,-31,evening,normal,841,cloudy,4,,,,,,,,
USER010,2025-12-10 08:50:57.947,-28,afternoon,anomalous,782,snowy,6,,,,,,,,
USER001,2025-03-18 08:18:09.047,-2,afternoon,anomalous,913,sunny,4,,,,,,,,
USER009,2025-07-08 13:21:56.695,-44,evening,anomalous,70,sunny,6,,,,,,,,
USER006,2025-08-08 00:00:54.668,29,morning,anomalous,535,snowy,1,,,,,,,,
USER014,2025-01-25 13:05:04.169,-7,evening,anomalous,993,cloudy,6,,,,,,,,
USER012,2025-06-05 13:17:14.349,-23,evening,anomalous,919,cloudy,1,,,,,,,,
USER010,2025-07-11 23:56:36.967,0,morning,normal,347,cloudy,0,,,,,,,,
USER001,2025-08-04 13:30:29.811,12,evening,normal,328,sunny,2,,,,,,,,
USER013,2025-01-26 20:08:24.307,58,night,anomalous,900,snowy,4,,,,,,,,
USER006,2025-11-18 03:12:46.637,32,morning,anomalous,179,rainy,3,,,,,,,,
USER017,2025-03-11 14:18:08.314,-2,evening,normal,660,rainy,5,,,,,,,,
USER020,2025-03-15 20:00:56.113,-28,night,anomalous,961,rainy,0,,,,,,,,
USER001,2025-01-14 19:42:56.908,55,night,normal,29,cloudy,2,,,,,,,,
USER003,2025-10-14 16:04:48.402,-46,evening,anomalous,249,rainy,6,,,,,,,,
USER009,2025-01-12 10:47:07.269,22,afternoon,normal,87,snowy,4,,,,,,,,
USER002,2025-06-09 12:01:11.402,-11,evening,normal,583,snowy,3,,,,,,,,
USER017,2025-01-19 18:58:58.416,-15,night,normal,100,snowy,4,,,,,,,,
USER004,2025-05-09 16:26:31.484,24,evening,anomalous,405,snowy,3,,,,,,,,
USER019,2025-08-07 17:56:44.539,14,night,anomalous,26,sunny,6,,,,,,,,
USER014,2025-12-09 02:45:05.308,-46,morning,normal,79,sunny,2,,,,,,,,
USER002,2025-01-06 04:21:14.496,27,morning,anomalous,224,snowy,4,,,,,,,,
USER005,2025-12-05 21:11:30.885,33,night,normal,980,cloudy,2,,,,,,,,
USER020,2025-06-13 00:24:31.011,-34,morning,normal,95,cloudy,4,,,,,,,,
USER001,2025-05-09 03:37:38.371,-36,morning,normal,673,sunny,0,,,,,,,,
USER010,2025-09-30 03:21:38.443,-39,morning,normal,822,snowy,2,,,,,,,,
USER003,2025-04-28 02:02:14.526,-43,morning,anomalous,823,cloudy,6,,,,,,,,
USER004,2025-02-03 22:58:59.521,38,night,anomalous,365,rainy,0,,,,,,,,
USER020,2025-10-05 23:11:39.217,59,night,normal,24,cloudy,2,,,,,,,,
USER006,2025-03-06 00:01:01.278,36,morning,anomalous,228,sunny,0,,,,,,,,
USER005,2025-12-22 15:26:18.808,25,evening,normal,895,cloudy,4,,,,,,,,
USER020,2025-03-29 18:24:50.137,22,night,anomalous,937,snowy,1,,,,,,,,
USER017,2025-08-28 00:00:29.369,-42,morning,anomalous,276,cloudy,3,,,,,,,,
USER012,2025-01-10 21:24:49.398,50,night,anomalous,639,rainy,3,,,,,,,,
USER014,2025-03-08 00:53:06.378,46,morning,normal,272,snowy,3,,,,,,,,
USER002,2025-06-16 19:02:25.478,12,night,anomalous,834,snowy,2,,,,,,,,
USER002,2025-10-17 19:47:53.902,47,night,anomalous,380,snowy,6,,,,,,,,
USER001,2025-11-25 03:08:46.227,-18,morning,anomalous,500,cloudy,4,,,,,,,,
USER001,2025-01-05 23:08:58.331,3,night,normal,380,cloudy,6,,,,,,,,
USER009,2025-07-21 23:25:07.990,39,night,normal,592,rainy,4,,,,,,,,
USER018,2025-11-10 22:59:23.405,24,night,anomalous,363,sunny,6,,,,,,,,
USER015,2025-01-02 11:56:39.352,10,evening,anomalous,437,sunny,0,,,,,,,,
USER008,2025-08-12 15:21:01.459,-2,evening,normal,780,sunny,5,,,,,,,,
USER011,2025-08-09 02:51:50.142,-35,morning,anomalous,794,cloudy,4,,,,,,,,
USER005,2025-02-11 13:44:11.150,-27,evening,anomalous,658,snowy,2,,,,,,,,
USER017,2025-04-03 00:01:35.989,-34,morning,normal,993,sunny,4,,,,,,,,
USER016,2025-08-09 05:45:20.723,46,morning,anomalous,6,snowy,6,,,,,,,,
USER017,2025-04-26 20:28:02.950,-13,night,anomalous,452,cloudy,4,,,,,,,,
USER002,2025-12-18 11:46:10.983,48,evening,anomalous,561,sunny,3,,,,,,,,
USER019,2025-12-21 01:27:54.189,-48,morning,normal,208,sunny,1,,,,,,,,
USER018,2025-09-12 14:59:44.055,28,evening,anomalous,586,snowy,2,,,,,,,,
USER003,2025-04-30 15:14:14.682,-18,evening,anomalous,623,rainy,3,,,,,,,,
USER019,2025-03-12 16:24:43.377,-21,evening,anomalous,259,sunny,2,,,,,,,,
USER005,2025-07-19 03:40:46.742,-18,morning,anomalous,430,snowy,4,,,,,,,,
USER018,2025-04-07 12:43:55.089,-27,evening,anomalous,364,sunny,5,,,,,,,,
USER006,2025-06-19 14:47:15.347,4,evening,normal,162,snowy,3,,,,,,,,
USER008,2025-10-31 12:00:30.036,49,evening,normal,595,rainy,0,,,,,,,,
USER014,2025-11-13 04:12:22.549,59,morning,anomalous,725,cloudy,0,,,,,,,,
