user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,behaviour,frequency_crossing
USER015,2025-11-18 22:21:42.003,-8,3,night,snowy,normal,336
USER018,2025-03-30 14:27:30.125,47,0,evening,snowy,normal,175
USER006,2025-07-31 19:50:19.244,33,5,night,rainy,normal,531
USER005,2025-05-29 22:50:59.256,-46,5,night,cloudy,anomalous,609
USER003,2025-02-27 09:59:05.715,-48,4,afternoon,cloudy,normal,904
USER008,2025-02-15 01:01:45.757,52,6,morning,rainy,anomalous,458
USER005,2025-05-19 07:46:07.143,-44,1,afternoon,cloudy,anomalous,539
USER001,2025-03-14 03:08:08.706,-44,5,morning,sunny,normal,358
USER002,2025-06-14 23:59:55.792,-2,0,morning,sunny,normal,89
USER015,2025-02-03 10:32:20.921,-14,1,afternoon,rainy,normal,960
USER007,2025-10-04 05:39:16.029,18,6,morning,cloudy,anomalous,709
USER001,2025-07-02 16:28:01.432,57,3,evening,cloudy,anomalous,953
USER015,2025-11-21 16:33:18.162,-43,5,night,snowy,normal,301
USER016,2025-09-16 00:44:27.991,32,2,morning,cloudy,normal,342
USER018,2025-03-13 13:55:36.636,-4,4,evening,cloudy,anomalous,115
USER003,2025-12-26 07:23:34.354,-2,5,afternoon,sunny,normal,937
USER003,2025-01-11 23:03:19.791,-17,0,night,cloudy,normal,980
USER007,2025-07-18 14:27:06.855,1,5,evening,sunny,anomalous,188
USER003,2025-10-24 20:46:28.946,-8,6,night,snowy,anomalous,273
USER016,2025-04-09 19:49:25.194,25,4,night,snowy,anomalous,298
USER018,2025-01-11 11:03:28.969,53,6,afternoon,rainy,normal,374
USER018,2025-08-09 01:40:18.375,-46,6,morning,rainy,anomalous,907
USER014,2025-04-03 21:21:54.083,-35,5,night,sunny,normal,380
USER012,2025-09-09 03:32:34.553,-34,2,morning,sunny,anomalous,717
USER005,2025-02-01 17:20:26.707,-9,6,night,cloudy,anomalous,819
USER001,2025-11-30 21:44:47.115,0,1,night,snowy,anomalous,731
USER020,2025-03-13 22:23:47.770,27,5,night,cloudy,normal,507
USER008,2025-07-17 05:47:43.411,-15,4,morning,sunny,anomalous,396
USER006,2025-02-02 21:44:30.271,-4,1,night,rainy,anomalous,628
USER014,2025-01-02 04:18:20.323,25,4,morning,snowy,normal,171
USER020,2025-03-26 16:12:46.818,43,3,evening,sunny,normal,721
USER002,2025-09-20 13:28:40.457,13,6,evening,cloudy,anomalous,140
USER011,2025-09-05 14:59:21.823,-4,5,evening,cloudy,normal,922
USER018,2025-12-30 01:54:08.017,25,2,morning,sunny,anomalous,124
USER009,2025-05-01 04:28:33.793,37,4,morning,snowy,normal,350
USER004,2025-04-09 11:46:11.514,31,3,evening,rainy,anomalous,653
USER010,2025-01-27 08:32:13.074,16,1,afternoon,snowy,anomalous,814
USER005,2025-02-12 23:38:52.983,-24,4,morning,cloudy,anomalous,155
USER002,2025-03-09 18:43:51.617,-13,1,night,sunny,normal,450
USER016,2025-11-19 07:13:27.549,15,3,afternoon,cloudy,normal,216
USER005,2025-06-13 16:14:17.122,-40,5,evening,snowy,normal,118
USER009,2025-11-13 10:48:08.384,-25,4,afternoon,rainy,anomalous,202
USER018,2025-04-16 09:43:02.059,35,3,afternoon,cloudy,anomalous,115
USER017,2025-08-17 15:14:18.792,58,0,evening,rainy,anomalous,305
USER008,2025-12-27 11:06:14.015,3,6,afternoon,snowy,anomalous,561
USER019,2025-09-22 11:59:10.045,-35,1,evening,rainy,anomalous,183
USER007,2025-01-05 03:54:45.117,53,0,morning,cloudy,normal,648
USER003,2025-09-09 13:45:10.400,-3,2,evening,sunny,anomalous,720
USER017,2025-06-16 20:35:27.407,-35,2,night,rainy,anomalous,582
USER015,2025-05-17 05:23:52.514,53,6,morning,cloudy,anomalous,236
USER006,2025-12-29 07:41:15.027,-1,1,afternoon,sunny,normal,525
USER018,2025-04-12 05:18:21.107,-41,6,morning,snowy,normal,685
USER019,2025-12-27 01:29:14.220,-23,6,morning,cloudy,anomalous,365
USER005,2025-10-15 22:32:32.363,9,4,night,rainy,normal,108
USER011,2025-07-06 09:36:19.895,4,0,afternoon,cloudy,anomalous,150
USER016,2025-02-03 10:04:44.809,19,1,afternoon,cloudy,anomalous,700
USER020,2025-07-28 17:43:39.016,-14,1,night,snowy,normal,244
USER002,2025-08-26 01:32:17.721,11,2,morning,rainy,normal,667
USER018,2025-08-05 01:46:38.208,-45,2,morning,sunny,normal,25
USER002,2025-11-28 14:34:04.265,-19,5,evening,sunny,anomalous,523
USER006,2025-08-07 07:35:48.784,-21,4,afternoon,cloudy,normal,557
USER012,2025-03-09 13:25:26.531,47,0,evening,sunny,anomalous,780
USER017,2025-03-22 08:49:41.242,45,6,afternoon,rainy,normal,734
USER019,2025-03-11 17:46:19.109,55,2,night,cloudy,normal,404
USER018,2025-04-06 01:07:15.015,-29,0,morning,cloudy,anomalous,765
USER019,2025-09-02 22:54:19.932,24,3,night,snowy,normal,871
USER018,2025-04-13 01:15:15.314,6,0,morning,cloudy,anomalous,781
USER001,2025-08-30 16:23:05.951,-47,6,evening,sunny,normal,324
USER003,2025-09-08 15:56:17.459,-20,1,evening,rainy,normal,251
USER003,2025-05-14 19:47:00.274,-27,4,night,snowy,anomalous,415
USER012,2025-07-18 06:01:07.511,-14,5,morning,snowy,anomalous,587
USER009,2025-04-10 09:53:04.841,46,4,afternoon,cloudy,anomalous,742
USER016,2025-09-27 05:58:21.969,-25,6,morning,snowy,anomalous,3
USER015,2025-01-27 16:55:09.118,9,1,night,rainy,normal,320
USER004,2025-11-24 01:45:57.518,22,1,morning,snowy,anomalous,109
USER008,2025-10-18 02:41:49.723,37,6,morning,sunny,anomalous,283
USER007,2025-06-07 09:53:40.458,53,6,afternoon,rainy,normal,750
USER005,2025-10-02 08:06:10.283,-1,4,afternoon,rainy,normal,969
USER019,2025-07-20 08:17:27.471,58,0,afternoon,cloudy,normal,177
USER006,2025-03-20 03:38:17.466,-15,4,morning,sunny,anomalous,654
USER012,2025-06-02 12:25:19.667,43,1,evening,sunny,anomalous,481
USER018,2025-05-26 22:23:40.125,-17,2,night,cloudy,normal,252
USER005,2025-10-13 00:16:52.985,-18,1,morning,cloudy,anomalous,242
USER008,2025-01-16 19:36:23.750,11,5,night,sunny,anomalous,992
USER017,2025-02-11 10:31:26.410,42,2,afternoon,cloudy,normal,823
USER012,2025-05-04 22:49:06.185,-41,1,night,snowy,normal,187
USER002,2025-09-03 17:29:03.931,-42,3,night,sunny,normal,515
USER014,2025-12-04 00:45:46.907,26,4,morning,rainy,normal,484
USER005,2025-11-06 11:49:46.114,16,4,evening,sunny,normal,310
USER020,2025-07-07 03:50:45.607,-20,1,morning,cloudy,normal,898
USER020,2025-09-06 02:43:21.635,7,6,morning,sunny,normal,742
USER017,2025-11-25 08:17:41.960,52,2,afternoon,cloudy,normal,843
USER008,2025-09-26 00:05:38.033,56,5,morning,snowy,normal,246
USER014,2025-02-23 19:30:26.026,23,1,night,snowy,anomalous,96
USER013,2025-07-01 01:05:53.024,-10,2,morning,cloudy,normal,258
USER005,2025-08-27 15:46:34.110,14,3,evening,sunny,anomalous,262
USER020,2025-06-28 05:12:07.835,-26,6,morning,cloudy,normal,246
USER014,2025-07-18 10:02:21.530,35,5,afternoon,sunny,normal,809
USER011,2025-01-29 22:25:47.125,36,4,night,snowy,anomalous,694
USER017,2025-02-10 18:52:44.607,10,2,night,snowy,normal,980
USER015,2025-09-09 07:17:00.263,-3,2,afternoon,sunny,normal,206
USER006,2025-11-28 16:45:31.260,2,5,night,snowy,normal,974
USER009,2025-04-15 23:25:04.207,-14,3,night,sunny,normal,349
USER003,2025-10-20 21:56:17.795,-30,2,night,snowy,anomalous,21
USER018,2025-09-24 08:13:25.591,-38,3,afternoon,rainy,anomalous,651
USER007,2025-10-06 13:43:14.312,53,1,evening,snowy,anomalous,424
USER017,2025-02-26 09:52:26.935,17,3,afternoon,rainy,normal,329
USER018,2025-09-14 22:42:46.280,-26,1,night,sunny,normal,751
USER006,2025-11-15 17:55:03.796,43,6,night,sunny,normal,542
USER020,2025-02-02 22:18:19.208,56,1,night,snowy,anomalous,928
USER012,2025-04-18 17:45:18.807,-15,5,night,sunny,normal,719
USER013,2025-02-25 20:08:04.019,20,3,night,cloudy,anomalous,859
USER008,2025-08-24 03:30:56.630,3,0,morning,rainy,anomalous,632
USER019,2025-02-18 20:14:13.553,-46,3,night,sunny,anomalous,219
USER015,2025-12-26 04:13:06.160,47,5,morning,sunny,anomalous,706
USER004,2025-11-06 12:24:40.540,-23,4,evening,rainy,anomalous,439
USER002,2025-03-06 20:14:57.951,18,5,night,snowy,normal,499
USER011,2025-11-20 23:38:23.338,-15,5,morning,rainy,anomalous,275
USER008,2025-02-13 01:46:43.715,22,4,morning,snowy,anomalous,71
USER007,2025-12-14 15:55:32.315,1,0,evening,sunny,anomalous,26
USER014,2025-03-29 06:00:17.533,2,6,morning,rainy,normal,3
USER004,2025-09-22 00:48:03.810,21,1,morning,cloudy,anomalous,413
USER014,2025-08-16 18:37:44.361,-3,0,night,rainy,normal,607
USER017,2025-06-02 03:36:56.558,-50,1,morning,sunny,anomalous,348
USER020,2025-02-12 15:36:21.588,49,3,evening,rainy,normal,948
USER008,2025-01-20 04:36:43.589,31,1,morning,cloudy,normal,868
USER002,2025-08-05 04:50:25.914,6,2,morning,snowy,anomalous,512
USER004,2025-09-06 23:57:30.179,42,0,morning,cloudy,anomalous,970
USER007,2025-03-22 13:41:34.695,44,6,evening,rainy,normal,985
USER008,2025-06-14 22:54:51.818,19,0,night,cloudy,normal,304
USER011,2025-05-19 15:36:32.160,-21,1,evening,sunny,anomalous,32
USER002,2025-07-30 08:44:37.470,-28,3,afternoon,cloudy,normal,113
USER017,2025-08-30 19:15:18.793,-40,0,night,sunny,anomalous,756
USER007,2025-07-07 15:38:42.278,-50,1,evening,cloudy,normal,990
USER012,2025-02-19 04:45:16.815,24,3,morning,snowy,normal,144
USER019,2025-06-20 20:10:14.991,-2,6,night,sunny,anomalous,241
USER008,2025-11-10 23:28:29.824,58,2,night,sunny,normal,156
USER012,2025-06-30 12:16:19.264,4,1,evening,cloudy,anomalous,268
USER013,2025-04-20 15:33:21.589,-31,0,evening,sunny,anomalous,666
USER020,2025-12-02 11:20:45.867,53,2,afternoon,cloudy,anomalous,158
USER017,2025-05-06 00:02:50.200,-46,2,morning,rainy,normal,614
USER013,2025-01-05 14:26:22.942,18,0,evening,rainy,anomalous,731
USER006,2025-02-13 22:36:13.771,39,5,night,snowy,normal,109
USER004,2025-04-19 19:49:00.718,43,0,night,rainy,anomalous,296
USER008,2025-04-05 05:40:42.025,-21,6,morning,snowy,normal,158
USER020,2025-07-21 15:31:25.614,-46,1,evening,cloudy,normal,221
USER001,2025-11-02 00:20:51.714,-4,0,morning,sunny,normal,738
USER008,2025-10-24 11:40:10.939,24,5,evening,sunny,normal,740
USER016,2025-04-03 08:14:10.012,-42,4,afternoon,snowy,normal,154
USER017,2025-06-05 16:08:06.176,25,4,evening,sunny,anomalous,860
USER006,2025-09-12 12:33:41.593,-46,5,evening,snowy,normal,985
USER013,2025-02-06 16:36:40.602,31,4,night,cloudy,anomalous,834
USER008,2025-06-07 08:39:01.891,6,6,afternoon,sunny,normal,15
USER006,2025-10-12 08:21:21.291,58,0,afternoon,sunny,normal,124
USER005,2025-06-26 17:36:11.269,-17,4,night,sunny,normal,650
USER019,2025-07-31 08:00:29.346,-39,4,afternoon,snowy,anomalous,3
USER008,2025-08-27 00:22:03.056,8,3,morning,snowy,normal,806
USER002,2025-07-11 17:57:20.340,3,5,night,snowy,normal,518
USER008,2025-05-08 07:41:34.312,53,4,afternoon,cloudy,normal,172
USER008,2025-08-04 18:54:51.749,-19,2,night,sunny,anomalous,616
USER018,2025-05-18 12:00:58.113,-41,0,evening,sunny,normal,655
USER020,2025-04-19 14:58:29.824,32,6,evening,rainy,anomalous,568
USER002,2025-10-22 15:15:02.181,-15,3,evening,rainy,normal,985
USER005,2025-03-09 15:25:16.307,6,0,evening,snowy,normal,214
USER016,2025-11-07 09:33:32.832,32,5,afternoon,cloudy,normal,32
USER002,2025-01-25 20:22:49.778,39,0,night,rainy,anomalous,80
USER004,2025-03-03 11:16:04.547,-36,1,afternoon,rainy,anomalous,721
USER020,2025-11-13 07:31:26.222,52,4,afternoon,sunny,anomalous,188
USER002,2025-03-23 21:27:27.507,19,1,night,snowy,anomalous,821
USER008,2025-05-12 15:19:45.636,47,1,evening,cloudy,normal,242
USER004,2025-03-26 02:54:03.434,4,3,morning,cloudy,normal,604
USER019,2025-06-13 08:32:22.165,-18,5,afternoon,cloudy,anomalous,458
USER020,2025-05-28 06:22:38.817,10,3,morning,sunny,normal,563
USER005,2025-10-21 03:48:11.228,3,2,morning,cloudy,normal,284
USER016,2025-05-16 08:45:00.810,-3,5,afternoon,cloudy,anomalous,240
USER010,2025-12-01 12:04:36.173,-12,1,evening,snowy,anomalous,481
USER004,2025-04-19 03:10:51.467,-30,6,morning,cloudy,normal,29
USER018,2025-07-22 19:32:42.071,57,3,night,sunny,anomalous,674
USER003,2025-02-22 17:33:03.696,53,6,night,snowy,normal,649
USER003,2025-05-01 05:13:54.127,-29,4,morning,snowy,normal,186
USER016,2025-01-19 11:32:37.237,-31,0,evening,cloudy,normal,841
USER010,2025-12-10 08:50:57.947,-28,3,afternoon,snowy,anomalous,782
USER001,2025-03-18 08:18:09.047,-2,2,afternoon,cloudy,anomalous,913
USER009,2025-07-08 13:21:56.695,-44,2,evening,rainy,anomalous,70
USER006,2025-08-08 00:00:54.668,29,5,morning,cloudy,anomalous,535
USER014,2025-01-25 13:05:04.169,-7,6,evening,rainy,anomalous,993
USER012,2025-06-05 13:17:14.349,-23,4,evening,rainy,anomalous,919
USER010,2025-07-11 23:56:36.967,0,6,morning,cloudy,normal,347
USER001,2025-08-04 13:30:29.811,12,1,evening,cloudy,normal,328
USER013,2025-01-26 20:08:24.307,58,1,night,rainy,anomalous,900
USER006,2025-11-18 03:12:46.637,32,2,morning,sunny,anomalous,179
USER017,2025-03-11 14:18:08.314,-2,2,evening,snowy,normal,660
USER020,2025-03-15 20:00:56.113,-28,0,night,sunny,anomalous,961
USER001,2025-01-14 19:42:56.908,55,3,night,rainy,normal,29
USER003,2025-10-14 16:04:48.402,-46,2,evening,cloudy,anomalous,249
USER009,2025-01-12 10:47:07.269,22,0,afternoon,sunny,normal,87
USER002,2025-06-09 12:01:11.402,-11,1,evening,rainy,normal,583
USER017,2025-01-19 18:58:58.416,-15,1,night,rainy,normal,100
USER004,2025-05-09 16:26:31.484,24,5,evening,sunny,anomalous,405
USER019,2025-08-07 17:56:44.539,14,4,night,cloudy,anomalous,26
USER014,2025-12-09 02:45:05.308,-46,2,morning,rainy,normal,79
USER002,2025-01-06 04:21:14.496,27,1,morning,cloudy,anomalous,224
USER005,2025-12-05 21:11:30.885,33,6,night,sunny,normal,980
USER020,2025-06-13 00:24:31.011,-34,5,morning,snowy,normal,95
USER001,2025-05-09 03:37:38.371,-36,5,morning,sunny,normal,673
USER010,2025-09-30 03:21:38.443,-39,2,morning,cloudy,normal,822
USER003,2025-04-28 02:02:14.526,-43,1,morning,rainy,anomalous,823
USER004,2025-02-03 22:58:59.521,38,2,night,rainy,anomalous,365
USER020,2025-10-05 23:11:39.217,59,1,night,snowy,normal,24
USER006,2025-03-06 00:01:01.278,36,4,morning,cloudy,anomalous,228
USER005,2025-12-22 15:26:18.808,25,1,evening,cloudy,normal,895
USER020,2025-03-29 18:24:50.137,22,6,night,snowy,anomalous,937
USER017,2025-08-28 00:00:29.369,-42,4,morning,cloudy,anomalous,276
USER012,2025-01-10 21:24:49.398,50,6,night,snowy,anomalous,639
USER014,2025-03-08 00:53:06.378,46,6,morning,snowy,normal,272
USER002,2025-06-16 19:02:25.478,12,2,night,snowy,anomalous,834
USER002,2025-10-17 19:47:53.902,47,6,night,cloudy,anomalous,380
USER001,2025-11-25 03:08:46.227,-18,2,morning,snowy,anomalous,500
USER001,2025-01-05 23:08:58.331,3,1,night,rainy,normal,380
USER009,2025-07-21 23:25:07.990,39,2,night,snowy,normal,592
USER018,2025-11-10 22:59:23.405,24,2,night,snowy,anomalous,363
USER015,2025-01-02 11:56:39.352,10,4,evening,rainy,anomalous,437
USER008,2025-08-12 15:21:01.459,-2,2,evening,cloudy,normal,780
USER011,2025-08-09 02:51:50.142,-35,6,morning,sunny,anomalous,794
USER005,2025-02-11 13:44:11.150,-27,2,evening,snowy,anomalous,658
USER017,2025-04-03 00:01:35.989,-34,4,morning,rainy,normal,993
USER016,2025-08-09 05:45:20.723,46,6,morning,rainy,anomalous,6
USER017,2025-04-26 20:28:02.950,-13,0,night,cloudy,anomalous,452
USER002,2025-12-18 11:46:10.983,48,4,evening,sunny,anomalous,561
USER019,2025-12-21 01:27:54.189,-48,0,morning,sunny,normal,208
USER018,2025-09-12 14:59:44.055,28,5,evening,sunny,anomalous,586
USER003,2025-04-30 15:14:14.682,-18,3,evening,cloudy,anomalous,623
USER019,2025-03-12 16:24:43.377,-21,3,evening,sunny,anomalous,259
USER005,2025-07-19 03:40:46.742,-18,6,morning,cloudy,anomalous,430
USER018,2025-04-07 12:43:55.089,-27,1,evening,cloudy,anomalous,364
USER006,2025-06-19 14:47:15.347,4,4,evening,cloudy,normal,162
USER008,2025-10-31 12:00:30.036,49,5,evening,rainy,normal,595
USER014,2025-11-13 04:12:22.549,59,4,morning,cloudy,anomalous,725
USER020,2025-07-17 03:28:09.621,35,4,morning,cloudy,normal,32
USER003,2025-01-14 07:06:16.257,57,2,afternoon,cloudy,anomalous,10
USER009,2025-04-29 12:02:20.647,-1,2,evening,snowy,normal,666
USER007,2025-06-28 21:14:30.210,0,0,night,sunny,normal,728
USER008,2025-04-02 14:19:15.900,4,3,evening,snowy,normal,866
USER014,2025-05-19 14:21:12.306,18,1,evening,sunny,normal,878
USER002,2025-10-24 10:24:49.877,45,5,afternoon,sunny,normal,27
USER005,2025-02-16 23:22:10.591,54,1,night,snowy,normal,943
USER010,2025-04-11 00:57:29.776,-42,5,morning,rainy,normal,67
USER018,2025-09-24 11:24:19.372,-16,3,afternoon,snowy,normal,612
USER001,2025-07-17 22:11:24.357,-18,5,night,sunny,normal,427
USER013,2025-10-03 20:39:26.101,-38,6,night,rainy,normal,474
USER001,2025-08-15 13:32:45.633,-27,5,evening,sunny,normal,836
USER018,2025-06-29 11:15:10.117,58,0,afternoon,cloudy,anomalous,447
USER013,2025-06-14 17:50:25.232,7,6,night,snowy,normal,573
USER013,2025-10-26 11:42:28.108,56,0,evening,cloudy,normal,637
USER009,2025-07-16 15:32:48.146,-40,3,evening,cloudy,normal,631
USER012,2025-08-12 02:43:57.597,39,2,morning,sunny,normal,379
USER017,2025-10-17 05:04:04.660,-26,5,morning,snowy,anomalous,434
USER015,2025-11-19 18:24:38.226,-38,3,night,rainy,normal,817
USER004,2025-06-24 02:48:18.291,-46,2,morning,snowy,normal,856
USER020,2025-04-06 13:23:29.217,13,0,evening,rainy,anomalous,370
USER016,2025-08-23 21:07:25.162,-21,0,night,snowy,anomalous,15
USER004,2025-12-26 06:38:27.761,-46,5,afternoon,snowy,anomalous,488
USER020,2025-12-19 03:52:04.148,48,5,morning,cloudy,anomalous,995
USER017,2025-10-10 21:06:38.462,-13,6,night,snowy,anomalous,994
USER012,2025-07-05 19:51:20.233,-45,0,night,snowy,anomalous,793
USER005,2025-08-04 08:37:43.967,41,1,afternoon,snowy,normal,863
USER019,2025-04-25 17:04:37.528,13,5,night,cloudy,anomalous,551
USER020,2025-07-25 00:51:04.797,-22,5,morning,cloudy,normal,394
USER010,2025-09-26 18:07:54.503,-49,5,night,rainy,anomalous,438
USER019,2025-02-17 15:52:28.363,-3,1,evening,rainy,anomalous,746
USER006,2025-02-12 06:27:45.270,-21,3,morning,cloudy,anomalous,215
USER001,2025-10-09 00:33:55.516,31,4,morning,sunny,normal,726
USER020,2025-07-27 03:11:54.067,2,0,morning,rainy,anomalous,327
USER011,2025-08-18 15:39:05.193,-32,1,evening,cloudy,normal,764
USER012,2025-07-27 07:54:46.307,-36,0,afternoon,snowy,anomalous,621
USER010,2025-07-27 16:05:18.794,16,0,evening,snowy,normal,854
USER012,2025-10-08 16:42:38.507,-39,3,night,snowy,anomalous,539
USER018,2025-09-25 03:38:36.486,-31,4,morning,sunny,normal,65
USER013,2025-10-22 17:37:14.920,-14,3,night,sunny,normal,130
USER017,2025-01-31 07:33:35.300,18,5,afternoon,cloudy,normal,873
USER002,2025-11-24 10:17:37.423,-11,1,afternoon,snowy,normal,555
USER014,2025-08-12 06:35:01.532,51,2,afternoon,cloudy,normal,104
USER009,2025-01-20 12:53:47.054,38,1,evening,sunny,anomalous,906
USER003,2025-09-26 03:34:13.369,5,5,morning,cloudy,normal,654
USER010,2025-10-06 22:36:17.470,34,2,night,cloudy,anomalous,429
USER002,2025-03-13 04:38:40.330,46,4,morning,rainy,normal,994
USER005,2025-08-02 11:08:01.294,-7,6,afternoon,snowy,anomalous,778
USER020,2025-08-27 13:06:39.155,24,3,evening,snowy,normal,478
USER015,2025-02-08 14:16:02.571,20,6,evening,snowy,anomalous,630
USER003,2025-05-08 14:51:33.271,-13,4,evening,rainy,normal,987
USER019,2025-01-21 14:06:04.835,-46,2,evening,snowy,anomalous,600
USER012,2025-06-10 12:53:38.426,-20,2,evening,snowy,anomalous,658
USER004,2025-06-07 18:39:04.372,-22,0,night,snowy,anomalous,784
USER012,2025-05-02 15:55:54.546,51,5,evening,sunny,normal,984
USER001,2025-02-14 02:07:29.382,1,5,morning,rainy,normal,815
USER005,2025-08-01 07:09:28.641,-15,5,afternoon,cloudy,anomalous,371
USER013,2025-01-28 16:31:04.302,54,2,night,cloudy,anomalous,145
USER009,2025-07-27 20:21:12.841,18,1,night,snowy,anomalous,574
USER017,2025-06-17 03:07:40.602,42,2,morning,rainy,anomalous,295
USER017,2025-08-19 11:58:05.059,-48,2,evening,rainy,anomalous,203
USER008,2025-07-13 12:45:18.638,5,0,evening,rainy,normal,133
USER008,2025-06-14 11:07:47.656,-42,6,afternoon,snowy,anomalous,601
USER017,2025-03-26 03:42:56.094,58,3,morning,snowy,anomalous,809
USER006,2025-07-06 18:43:00.549,48,1,night,cloudy,normal,228
USER003,2025-10-16 12:45:31.607,2,4,evening,cloudy,normal,74
USER009,2025-07-17 18:16:27.277,32,4,night,sunny,normal,730
USER002,2025-07-12 19:29:01.388,-28,0,night,cloudy,normal,781
USER015,2025-06-28 05:23:04.752,-38,6,morning,cloudy,anomalous,840
USER013,2025-12-04 21:35:24.355,-25,5,night,rainy,anomalous,890
USER005,2025-04-22 04:12:22.889,2,2,morning,cloudy,anomalous,631
USER019,2025-08-31 08:56:12.019,8,0,afternoon,rainy,normal,51
USER019,2025-01-22 06:21:38.441,-20,3,morning,rainy,normal,990
USER003,2025-12-04 10:46:50.364,47,4,afternoon,rainy,normal,176
USER011,2025-08-26 17:55:53.919,14,2,night,rainy,normal,430
USER009,2025-04-18 21:38:23.200,46,6,night,cloudy,normal,744
USER010,2025-03-21 17:22:05.239,27,5,night,rainy,anomalous,245
USER006,2025-09-28 01:22:57.513,-23,0,morning,sunny,anomalous,999
USER017,2025-03-25 06:08:39.761,-31,2,morning,snowy,anomalous,167
USER002,2025-08-23 03:58:15.444,-45,6,morning,snowy,anomalous,856
USER016,2025-04-05 09:21:42.203,-28,6,afternoon,rainy,anomalous,549
USER014,2025-04-12 20:49:04.664,33,0,night,sunny,anomalous,945
USER002,2025-04-26 13:49:01.516,59,6,evening,snowy,anomalous,966
USER017,2025-02-06 10:53:00.135,-38,4,afternoon,snowy,anomalous,54
USER001,2025-12-03 13:20:49.845,25,3,evening,cloudy,anomalous,762
USER020,2025-01-19 10:10:35.853,-5,0,afternoon,cloudy,anomalous,397
USER004,2025-05-09 10:08:13.181,-3,5,afternoon,rainy,normal,873
USER016,2025-05-26 14:53:49.326,44,1,evening,cloudy,anomalous,871
USER011,2025-11-01 10:34:51.184,-48,6,afternoon,snowy,anomalous,373
USER014,2025-12-07 03:36:01.089,1,0,morning,cloudy,anomalous,475
USER010,2025-10-14 10:15:23.385,37,2,afternoon,sunny,normal,11
USER006,2025-04-17 10:21:41.958,41,4,afternoon,cloudy,anomalous,191
USER018,2025-07-07 23:54:24.759,19,2,morning,cloudy,normal,842
USER015,2025-09-09 15:08:37.788,-36,2,evening,snowy,normal,277
USER004,2025-07-22 04:23:01.582,26,2,morning,snowy,anomalous,552
USER006,2025-08-25 08:12:58.787,-18,1,afternoon,sunny,normal,151
USER020,2025-09-27 20:29:19.133,21,0,night,sunny,normal,702
USER018,2025-04-22 10:32:11.700,-14,2,afternoon,sunny,normal,387
USER017,2025-11-24 15:20:18.363,-18,1,evening,snowy,normal,810
USER020,2025-09-16 07:56:30.243,21,2,afternoon,snowy,anomalous,870
USER004,2025-10-05 08:11:55.394,-49,0,afternoon,rainy,anomalous,99
USER006,2025-01-22 05:23:03.589,34,3,morning,rainy,normal,422
USER015,2025-03-25 02:37:38.699,53,2,morning,snowy,anomalous,5
USER009,2025-07-08 11:27:39.244,3,2,afternoon,cloudy,anomalous,556
USER007,2025-08-06 00:36:23.198,8,3,morning,rainy,normal,302
USER012,2025-02-19 14:04:44.608,40,3,evening,sunny,normal,721
USER006,2025-01-14 05:23:28.298,-25,2,morning,snowy,anomalous,676
USER002,2025-01-21 07:47:35.062,37,2,afternoon,cloudy,normal,788
USER008,2025-10-05 18:49:24.085,36,1,night,snowy,normal,342
USER004,2025-11-04 16:05:54.598,-4,2,evening,snowy,normal,233
USER002,2025-03-12 03:57:42.485,-19,3,morning,sunny,normal,659
USER013,2025-05-05 23:29:08.187,53,2,night,snowy,normal,922
USER014,2025-04-23 12:53:25.760,-39,3,evening,snowy,normal,84
USER020,2025-04-30 21:56:48.977,-5,4,night,cloudy,anomalous,600
USER016,2025-03-02 12:16:45.070,28,0,evening,cloudy,anomalous,420
USER005,2025-02-04 20:31:15.674,23,3,night,snowy,normal,133
USER015,2025-03-16 00:53:22.892,-22,0,morning,snowy,anomalous,693
USER007,2025-01-08 21:30:24.290,26,4,night,sunny,anomalous,679
USER002,2025-01-14 09:05:01.557,-27,2,afternoon,snowy,anomalous,200
USER018,2025-10-26 22:26:31.128,-47,1,night,rainy,normal,688
USER020,2025-11-16 21:00:29.760,-33,1,night,cloudy,normal,251
USER007,2025-01-19 13:02:10.417,55,0,evening,snowy,anomalous,55
USER012,2025-05-19 15:07:18.345,-8,1,evening,sunny,normal,399
USER017,2025-11-05 23:53:18.389,34,4,morning,cloudy,normal,551
USER017,2025-07-23 17:33:05.840,-31,3,night,sunny,anomalous,674
USER018,2025-01-24 14:59:16.804,1,5,evening,sunny,normal,997
USER010,2025-08-20 21:14:54.359,-25,4,night,sunny,normal,188
USER004,2025-02-25 16:42:21.947,-39,2,night,rainy,normal,834
USER013,2025-01-25 07:04:10.152,34,6,afternoon,snowy,anomalous,826
USER005,2025-09-20 21:08:38.535,5,0,night,rainy,anomalous,145
USER003,2025-09-06 15:34:10.051,-44,6,evening,sunny,normal,296
USER018,2025-05-21 07:14:31.535,-2,3,afternoon,cloudy,normal,150
USER014,2025-06-07 11:07:30.131,-2,6,afternoon,snowy,normal,212
USER003,2025-06-16 12:47:05.287,57,1,evening,snowy,anomalous,481
USER001,2025-05-25 01:54:20.455,-5,0,morning,snowy,anomalous,475
USER019,2025-10-18 17:42:05.549,-14,6,night,rainy,normal,846
USER012,2025-08-23 16:34:54.142,28,6,night,cloudy,anomalous,869
USER014,2025-09-10 10:42:54.402,-5,3,afternoon,snowy,normal,451
USER018,2025-03-04 18:25:01.374,-40,2,night,cloudy,normal,103
